1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES,,,,,,,,,,,,,,,,,
3336,Texas,TX,21,n/a,,,,,District Votes:,,"64,350",,,,"304,350",,,,,,,,,,,,,,,,,,,,,,,
3337,Texas,TX,22,H8TX22107,,Pete,Olson,"Olson, Pete",,R,"11,634",20.71%,"15,511",68.52%,"161,996",52.43%,,,,,,,,,,,,,,,,,,,,,,
3338,Texas,TX,22,H6TX22184,,Shelley,Sekula Gibbs,"Sekula Gibbs, Shelley",,R,"16,697",29.73%,"7,125",31.48%,,,,,,,,,,,,,,,,,,,,,,,,
3339,Texas,TX,22,H8TX22131,,John,Manlove,"Manlove, John",,R,"8,399",14.95%,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,Texas,TX,22,H6TX22200,,Robert,Talton,"Talton, Robert",,R,"8,169",14.54%,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,Texas,TX,22,H8TX22123,,Dean,Hrbacek,"Hrbacek, Dean",,R,"5,864",10.44%,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,Texas,TX,22,H8TX22172,,Cynthia,Dunbar,"Dunbar, Cynthia",,R,"2,116",3.77%,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,Texas,TX,22,H8TX22156,,Brian,Klock,"Klock, Brian",,R,992,1.77%,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,Texas,TX,22,H8TX22115,,Jim,Squier,"Squier, Jim",,R,989,1.76%,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,Texas,TX,22,H8TX22164,,Kevyn,Bazzy,"Bazzy, Kevyn",,R,880,1.57%,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,Texas,TX,22,H8TX22149,,Ryan,Rowley,"Rowley, Ryan",,R,424,0.75%,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,Texas,TX,22,n/a,,,,,Party Votes:,R,"56,164",,"22,636",,,,,,,,,,,,,,,,,,,,,,,,,
3348,Texas,TX,22,H6TX09033,(I),Nick,Lampson,"Lampson, Nick",,D,"73,831",100.00%,,,"140,160",45.36%,,,,,,,,,,,,,,,,,,,,,,
3349,Texas,TX,22,n/a,,,,,Party Votes:,D,"73,831",,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,Texas,TX,22,H8TX22180,,John,Wieder,"Wieder, John",,LBT,C,G,,,"6,839",2.21%,,,,,,,,,,,,,,,,,,,,,,
3351,Texas,TX,22,n/a,,,,,District Votes:,,"129,995",,"22,636",,"308,995",,,,,,,,,,,,,,,,,,,,,,,
3352,Texas,TX,23,H8TX28013,(I),Ciro D.,Rodriguez,"Rodriguez, Ciro D.",,D,"71,716",100.00%,,,"134,090",55.76%,,,,,,,,,,,,,,,,,,,,,,
3353,Texas,TX,23,n/a,,,,,Party Votes:,D,"71,716",,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,Texas,TX,23,H8TX23097,,Lyle,Larson,"Larson, Lyle",,R,"18,681",61.55%,,,"100,799",41.92%,,,,,,,,,,,,,,,,,,,,,,
3355,Texas,TX,23,H4TX28046,,Quico,Conseco,"Conseco, Quico",,R,"11,671",38.45%,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,Texas,TX,23,n/a,,,,,Party Votes:,R,"30,352",,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,Texas,TX,23,H8TX23105,,Lani,Connolly,"Connolly, Lani",,LBT,C,G,,,"5,581",2.32%,,,,,,,,,,,,,,,,,,,,,,
3358,Texas,TX,23,n/a,,,,,District Votes:,,"102,068",,,,"240,470",,,,,,,,,,,,,,,,,,,,,,,
3359,Texas,TX,24,H4TX24094,(I),Kenny E.,Marchant,"Marchant, Kenny E.",,R,"30,378",100.00%,,,"151,434",55.98%,,,,,,,,,,,,,,,,,,,,,,
3360,Texas,TX,24,n/a,,,,,Party Votes:,R,"30,378",,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,Texas,TX,24,H8TX24087,,Tom,Love,"Love, Tom",,D,"49,166",100.00%,,,"111,089",41.07%,,,,,,,,,,,,,,,,,,,,,,
3362,Texas,TX,24,n/a,,,,,Party Votes:,D,"49,166",,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,Texas,TX,24,H8TX24095,,David A.,Casey,"Casey, David A.",,LBT,C,G,,,"7,972",2.95%,,,,,,,,,,,,,,,,,,,,,,
3364,Texas,TX,24,n/a,,,,,District Votes:,,"79,544",,,,"270,495",,,,,,,,,,,,,,,,,,,,,,,
3365,Texas,TX,25,H4TX10028,(I),Lloyd,Doggett,"Doggett, Lloyd",,D,"110,108",100.00%,,,"191,755",65.83%,,,,,,,,,,,,,,,,,,,,,,
3366,Texas,TX,25,n/a,,,,,Party Votes:,D,"110,108",,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,Texas,TX,25,H8TX25084,,George L.,Morovich,"Morovich, George L.",,R,"23,213",100.00%,,,"88,693",30.45%,,,,,,,,,,,,,,,,,,,,,,
3368,Texas,TX,25,n/a,,,,,Party Votes:,R,"23,213",,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,Texas,TX,25,H8TX25100,,Jim,Stutsman,"Stutsman, Jim",,LBT,C,G,,,"10,848",3.72%,,,,,,,,,,,,,,,,,,,,,,
3370,Texas,TX,25,H8TX25092,,Lorraine,DeNardis,"DeNardis, Lorraine",,LBT,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,Texas,TX,25,n/a,,,,,District Votes:,,"133,321",,,,"291,296",,,,,,,,,,,,,,,,,,,,,,,
3372,Texas,TX,26,H2TX26093,(I),Michael C.,Burgess,"Burgess, Michael C.",,R,"41,328",100.00%,,,"195,181",60.17%,,,,,,,,,,,,,,,,,,,,,,
3373,Texas,TX,26,n/a,,,,,Party Votes:,R,"41,328",,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,Texas,TX,26,H8TX26058,,Ken,Leach,"Leach, Ken",,D,"54,417",100.00%,,,"118,167",36.43%,,,,,,,,,,,,,,,,,,,,,,
3375,Texas,TX,26,n/a,,,,,Party Votes:,D,"54,417",,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,Texas,TX,26,H8TX26066,,Stephanie B.,Weiss,"Weiss, Stephanie B.",,LBT,C,G,,,"11,028",3.40%,,,,,,,,,,,,,,,,,,,,,,
3377,Texas,TX,26,n/a,,,,,District Votes:,,"95,745",,,,"324,376",,,,,,,,,,,,,,,,,,,,,,,
3378,Texas,TX,27,H2TX27026,(I),Solomon P.,Ortiz,"Ortiz, Solomon P.",,D,"77,513",100.00%,,,"104,864",57.95%,,,,,,,,,,,,,,,,,,,,,,
3379,Texas,TX,27,n/a,,,,,Party Votes:,D,"77,513",,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,Texas,TX,27,H4TX27030,,William Willie,Vaden,"Vaden, William Willie",,R,"9,292",56.22%,,,"69,458",38.38%,,,,,,,,,,,,,,,,,,,,,,
3381,Texas,TX,27,H8TX27023,,George,Benavides,"Benavides, George",,R,"7,236",43.78%,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,Texas,TX,27,n/a,,,,,Party Votes:,R,"16,528",,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,Texas,TX,27,H6TX27050,,Robert E.,Powell,"Powell, Robert E.",,LBT,C,G,,,"6,629",3.66%,,,,,,,,,,,,,,,,,,,,,,
3384,Texas,TX,27,n/a,,,,,District Votes:,,"94,041",,,,"180,951",,,,,,,,,,,,,,,,,,,,,,,
3385,Texas,TX,28,H2TX23082,(I),Henry,Cuellar,"Cuellar, Henry",,D,"84,819",100.00%,,,"123,494",68.71%,,,,,,,,,,,,,,,,,,,,,,
3386,Texas,TX,28,n/a,,,,,Party Votes:,D,"84,819",,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,Texas,TX,28,H8TX28195,,Jim,Fish,"Fish, Jim",,R,"14,073",100.00%,,,"52,524",29.22%,,,,,,,,,,,,,,,,,,,,,,
3388,Texas,TX,28,n/a,,,,,Party Votes:,R,"14,073",,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,Texas,TX,28,H8TX28203,,Ross Lynn,Leone,"Leone, Ross Lynn",,LBT,C,G,,,"3,722",2.07%,,,,,,,,,,,,,,,,,,,,,,
3390,Texas,TX,28,n/a,,,,,District Votes:,,"98,892",,,,"179,740",,,,,,,,,,,,,,,,,,,,,,,
3391,Texas,TX,29,H2TX29030,(I),Gene,Green,"Green, Gene",,D,"42,222",100.00%,,,"79,718",74.65%,,,,,,,,,,,,,,,,,,,,,,
3392,Texas,TX,29,n/a,,,,,Party Votes:,D,"42,222",,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,Texas,TX,29,H6TX29049,,Eric,Story,"Story, Eric",,R,"5,302",100.00%,,,"25,512",23.89%,,,,,,,,,,,,,,,,,,,,,,
3394,Texas,TX,29,n/a,,,,,Party Votes:,R,"5,302",,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,Texas,TX,29,H8TX29037,,Joel,Grace,"Grace, Joel",,LBT,C,G,,,"1,564",1.46%,,,,,,,,,,,,,,,,,,,,,,
3396,Texas,TX,29,n/a,,,,,District Votes:,,"47,524",,,,"106,794",,,,,,,,,,,,,,,,,,,,,,,
3397,Texas,TX,30,H2TX00015,(I),Eddie Bernice,Johnson,"Johnson, Eddie Bernice",,D,"90,425",100.00%,,,"168,249",82.48%,,,,,,,,,,,,,,,,,,,,,,
3398,Texas,TX,30,n/a,,,,,Party Votes:,D,"90,425",,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,Texas,TX,30,H6TX30104,,Fred,Wood,"Wood, Fred",,R,"5,366",100.00%,,,"32,361",15.87%,,,,,,,,,,,,,,,,,,,,,,
3400,Texas,TX,30,n/a,,,,,Party Votes:,R,"5,366",,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,Texas,TX,30,H8TX30035,,Jarrett,Woods,"Woods, Jarrett",,LBT,C,G,,,"3,366",1.65%,,,,,,,,,,,,,,,,,,,,,,
3402,Texas,TX,30,n/a,,,,,District Votes:,,"95,791",,,,"203,976",,,,,,,,,,,,,,,,,,,,,,,
3403,Texas,TX,31,H2TX31044,(I),John,Carter,"Carter, John",,R,"46,388",100.00%,,,"175,563",60.27%,,,,,,,,,,,,,,,,,,,,,,
3404,Texas,TX,31,n/a,,,,,Party Votes:,R,"46,388",,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,Texas,TX,31,H8TX31017,,Brian P.,Ruiz,"Ruiz, Brian P.",,D,"58,792",100.00%,,,"106,559",36.58%,,,,,,,,,,,,,,,,,,,,,,
3406,Texas,TX,31,n/a,,,,,Party Votes:,D,"58,792",,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,Texas,TX,31,H8TX31025,,Barry N.,Cooper,"Cooper, Barry N.",,LBT,C,G,,,"9,182",3.15%,,,,,,,,,,,,,,,,,,,,,,
3408,Texas,TX,31,n/a,,,,,District Votes:,,"105,180",,,,"291,304",,,,,,,,,,,,,,,,,,,,,,,
3409,Texas,TX,32,H2TX03126,(I),Pete,Sessions,"Sessions, Pete",,R,"28,736",100.00%,,,"116,283",57.25%,,,,,,,,,,,,,,,,,,,,,,
3410,Texas,TX,32,n/a,,,,,Party Votes:,R,"28,736",,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,Texas,TX,32,H8TX32015,,Eric,Roberson,"Roberson, Eric",,D,"20,043",44.86%,"1,981",72.46%,"82,406",40.57%,,,,,,,,,,,,,,,,,,,,,,
3412,Texas,TX,32,H8TX32031,,Steve,Love,"Love, Steve",,D,"14,929",33.42%,753,27.54%,,,,,,,,,,,,,,,,,,,,,,,,
3413,Texas,TX,32,H8TX32023,,Dennis C.,Burns,"Burns, Dennis C.",,D,"9,705",21.72%,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,Texas,TX,32,n/a,,,,,Party Votes:,D,"44,677",,"2,734",,,,,,,,,,,,,,,,,,,,,,,,,
3415,Texas,TX,32,H8TX32049,,Alex,Bischoff,"Bischoff, Alex",,LBT,,,,,"4,421",2.18%,,,,,,,,,,,,,,,,,,,,,,
3416,Texas,TX,32,n/a,,,,,District Votes:,,"73,413",,"2,734",,"203,110",,,,,,,,,,,,,,,,,,,,,,,
3417,Texas,TX,H,n/a,,,,,Total House Votes:,,"2,814,376",,"25,370",,"7,528,622",,,,,,,,,,,,,,,,,,,,,,,
3418,Texas,TX,S,S2TX00106,(I),John,Cornyn,"Cornyn, John",,R,"997,216",81.48%,,,"4,337,469",54.82%,,,,,,,,,,,,,,,,,,,,,,
3419,Texas,TX,S,S8TX00210,,Larry,Kilgore,"Kilgore, Larry",,R,"226,649",18.52%,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,Texas,TX,S,n/a,,,,,Party Votes:,R,"1,223,865",,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,Texas,TX,S,S8TX00202,,Richard J. (Rick),Noriega,"Noriega, Richard J. (Rick)",,D,"1,110,579",51.01%,,,"3,389,365",42.84%,,,,,,,,,,,,,,,,,,,,,,
3422,Texas,TX,S,S4TX00227,,Gene,Kelly,"Kelly, Gene",,D,"584,966",26.87%,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,Texas,TX,S,S8TX00228,,Ray,McMurrey,"McMurrey, Ray",,D,"269,402",12.37%,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,Texas,TX,S,S8TX00236,,Rhett R.,Smith,"Smith, Rhett R.",,D,"212,305",9.75%,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,Texas,TX,S,n/a,,,,,Party Votes:,D,"2,177,252",,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,Texas,TX,S,S8TX00251,,Yvonne Adams,Schick,"Schick, Yvonne Adams",,LBT,C,G,,,"185,241",2.34%,,,,,"* The Libertarian Party nominated by convention on June 14, 2008, for U.S. Senate.  Convention nominee is noted with an asterisk.",,,,,,,,,,,,,,,,,
3427,Texas,TX,S,S2TX00254,,Scott,Jameson,"Jameson, Scott",,LBT,C,,,,,,,,,,"* The Libertarian Party nominated by convention on June 14, 2008, for U.S. Senate.  Convention nominee is noted with an asterisk.",,,,,,,,,,,,,,,,,
3428,Texas,TX,S,S8TX00244,,Jon,Roland,"Roland, Jon",,LBT,C,,,,,,,,,,"* The Libertarian Party nominated by convention on June 14, 2008, for U.S. Senate.  Convention nominee is noted with an asterisk.",,,,,,,,,,,,,,,,,
3429,Texas,TX,S,n/a,,,,,Total Senate Votes:,,"3,401,117",,,,"7,912,075",,,,,,,,,,,,,,,,,,,,,,,
3430,Utah,UT,1,H2UT01094,(I),Rob,Bishop,"Bishop, Rob",,R,*,,,,"196,799",64.85%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3431,Utah,UT,1,H8UT01083,,Morgan,Bowen,"Bowen, Morgan",,D,*,,,,"92,469",30.47%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3432,Utah,UT,1,H8UT01091,,Kirk D.,Pearson,"Pearson, Kirk D.",,CON,*,,,,"7,397",2.44%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3433,Utah,UT,1,H8UT01109,,Joseph Geddes,Buchman,"Buchman, Joseph Geddes",,LBT,*,,,,"6,780",2.23%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3434,Utah,UT,1,n/a,,,,,District Votes:,,,,,,"303,445",,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3435,Utah,UT,2,H0UT02096,(I),Jim,Matheson,"Matheson, Jim",,D,*,,,,"220,666",63.35%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3436,Utah,UT,2,H8UT02198,,Bill,Dew,"Dew, Bill",,R,*,,,,"120,083",34.47%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3437,Utah,UT,2,H8UT02156,,Chris,Jacobs,"Jacobs, Chris",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3438,Utah,UT,2,H8UT02164,,Brian E.,Jenkins,"Jenkins, Brian E.",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3439,Utah,UT,2,H8UT02206,,Donald W.,Ferguson,"Ferguson, Donald W.",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3440,Utah,UT,2,H8UT02214,,Kenneth L.,Gray,"Gray, Kenneth L.",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3441,Utah,UT,2,H4UT02106,,Merrill,Cook,"Cook, Merrill",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3442,Utah,UT,2,H8UT02180,,Mathew,Arndt,"Arndt, Mathew",,LBT,*,,,,"4,576",1.31%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3443,Utah,UT,2,H8UT02172,,Dennis Ray,Emery,"Emery, Dennis Ray",,CON,*,,,,"3,000",0.86%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3444,Utah,UT,2,n/a,,,,,District Votes:,,,,,,"348,325",,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3445,Utah,UT,3,H8UT03089,,Jason,Chaffetz,"Chaffetz, Jason",,R,"28,618",59.78%,,,"187,035",65.61%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3446,Utah,UT,3,H6UT03042,(I),Chris,Cannon,"Cannon, Chris",,R,"19,255",40.22%,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3447,Utah,UT,3,H2UT03173,,Stone,Fonua,"Fonua, Stone",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3448,Utah,UT,3,H8UT03097,,David O.,Leavitt,"Leavitt, David O.",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3449,Utah,UT,3,H8UT03113,,"Joe NPC""""""oe """"""""",Ferguson,"Ferguson, Joe NPC""""""ergu""",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3450,Utah,UT,3,n/a,,,,,Party Votes:,R,"47,873",,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3451,Utah,UT,3,H8UT03105,,Bennion L.,Spencer,"Spencer, Bennion L.",,D,*,,,,"80,626",28.28%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3452,Utah,UT,3,H6UT03141,,Jim,Noorlander,"Noorlander, Jim",,CON,*,,,,"17,408",6.11%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3453,Utah,UT,3,n/a,,,,,District Votes:,,"47,873",,,,"285,069",,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3454,Utah,UT,H,n/a,,,,,Total House Votes:,,"47,873",,,,"936,839",,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk.",,,,,,,,,,,,,,,,,
3455,Vermont,VT,0,H6VT00160,(I),Peter,Welch,"Welch, Peter",,D/R,"19,566",87.74%,,,"248,203",83.25%,,,,,Democrat in Primary; Democrat and Republican in General ,,,,,,,,,,,,,,,,,
3456,Vermont,VT,0,H8VT00117,,Craig Barclay,Hill,"Hill, Craig Barclay",,D,"2,635",11.82%,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,Vermont,VT,0,n/a,,,Scattered,Scattered,,W(D),98,0.44%,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,Vermont,VT,0,n/a,,,,,Party Votes:,D,"22,299",,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,Vermont,VT,0,n/a,,,Scattered,Scattered,,W(R),609,50.37%,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,Vermont,VT,0,H6VT00160,(I),Peter,Welch,"Welch, Peter",,W(R),600,49.63%,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,Vermont,VT,0,n/a,,,,,Party Votes:,R,"1,209",,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,Vermont,VT,0,H8VT00133,,Mike,Bethel,"Bethel, Mike",,I,n/a,,,,"14,349",4.81%,,,,,,,,,,,,,,,,,,,,,,
3463,Vermont,VT,0,H6VT00228,,Jerry,Trudell,"Trudell, Jerry",,ENE,,,,,"10,818",3.63%,,,,,,,,,,,,,,,,,,,,,,
3464,Vermont,VT,0,H8VT00125,,Thomas J.,Hermann,"Hermann, Thomas J.",,PRO,261,88.47%,,,"9,081",3.05%,,,,,,,,,,,,,,,,,,,,,,
