#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
1154,Indiana,IN,2,H2IN03111,(I),Chris,Chocola,"Chocola, Chris",,R,"36,847",83.95%,,,"140,496",54.17%,,,
1155,Indiana,IN,2,H4IN02119,,Tony,Zirkle,"Zirkle, Tony",,R,"7,043",16.05%,,,,,,,
1156,Indiana,IN,2,,,,,,Party Votes:,R,"43,890",,,,,,,,
1157,Indiana,IN,2,H4IN02101,,Joe,Donnelly,"Donnelly, Joe",,D,"29,117",100.00%,,,"115,513",44.54%,,,
1158,Indiana,IN,2,,,,,,Party Votes:,D,"29,117",,,,,,,,
1159,Indiana,IN,2,H4IN02127,,Douglas,Barnes,"Barnes, Douglas",,LBT,*,,,,"3,346",1.29%,,,
1160,Indiana,IN,2,,,,,,District Votes:,,"73,007",,,,"259,355",,,,
1161,Indiana,IN,3,H4IN04099,(I),Mark Edward,Souder,"Souder, Mark Edward",,R,"46,583",79.23%,,,"171,389",69.21%,,,
1162,Indiana,IN,3,H2IN03145,,William,Larsen,"Larsen, William",,R,"12,210",20.77%,,,,,,,
1163,Indiana,IN,3,,,,,,Party Votes:,R,"58,793",,,,,,,,
1164,Indiana,IN,3,H4IN00014,,Maria M.,Parra,"Parra, Maria M.",,D,"5,982",42.81%,,,"76,232",30.79%,,,
1165,Indiana,IN,3,H4IN03075,,Mark A.,Summers,"Summers, Mark A.",,D,"5,202",37.23%,,,,,,,
1166,Indiana,IN,3,H8IN04058,,Steve G.,Hope,"Hope, Steve G.",,D,"2,790",19.97%,,,,,,,
1167,Indiana,IN,3,,,,,,Party Votes:,D,"13,974",,,,,,,,
1168,Indiana,IN,3,,,,,,District Votes:,,"72,767",,,,"247,621",,,,
1169,Indiana,IN,4,H2IN05025,(I),Steve,Buyer,"Buyer, Steve",,R,"52,921",65.75%,,,"190,445",69.47%,,,
1170,Indiana,IN,4,H4IN04115,,Dennis,Hardy,"Hardy, Dennis",,R,"10,862",13.49%,,,,,,,
1171,Indiana,IN,4,H4IN04156,,Mike,Campbell,"Campbell, Mike",,R,"8,403",10.44%,,,,,,,
1172,Indiana,IN,4,H4IN04123,,Brian D.,Paasch,"Paasch, Brian D.",,R,"8,305",10.32%,,,,,,,
1173,Indiana,IN,4,,,,,,Party Votes:,R,"80,491",,,,,,,,
1174,Indiana,IN,4,H4IN04149,,David,Sanders,"Sanders, David",,D,"9,320",62.45%,,,"77,574",28.30%,,,
1175,Indiana,IN,4,H2IN04101,,Bill,Abbott,"Abbott, Bill",,D,"5,604",37.55%,,,,,,,
1176,Indiana,IN,4,,,,,,Party Votes:,D,"14,924",,,,,,,,
1177,Indiana,IN,4,H4IN04164,,Kevin R.,Fleming,"Fleming, Kevin R.",,LBT,*,,,,"6,117",2.23%,,,
1178,Indiana,IN,4,,,,,,District Votes:,,"95,415",,,,"274,136",,,,
1179,Indiana,IN,5,H2IN06023,(I),Dan,Burton,"Burton, Dan",,R,"83,136",86.38%,,,"228,718",71.84%,,,
1180,Indiana,IN,5,H6IN06024,,George Thomas,Holland,"Holland, George Thomas",,R,"8,825",9.17%,,,,,,,
1181,Indiana,IN,5,H4IN05088,,Victor Dean,Wakley,"Wakley, Victor Dean",,R,"4,287",4.45%,,,,,,,
1182,Indiana,IN,5,,,,,,Party Votes:,R,"96,248",,,,,,,,
1183,Indiana,IN,5,H2IN05058,,Katherine Fox,Carr,"Carr, Katherine Fox",,D,"11,224",62.51%,,,"82,637",25.96%,,,
1184,Indiana,IN,5,H2IN05033,,Mike,Brinegar,"Brinegar, Mike",,D,"6,732",37.49%,,,,,,,
1185,Indiana,IN,5,,,,,,Party Votes:,D,"17,956",,,,,,,,
1186,Indiana,IN,5,H4IN05096,,Rick,Hodgin,"Hodgin, Rick",,LBT,*,,,,"7,008",2.20%,,,
1187,Indiana,IN,5,,,,,,District Votes:,,"114,204",,,,"318,363",,,,
1188,Indiana,IN,6,H8IN02060,(I),Mike,Pence,"Pence, Mike",,R,"61,794",100.00%,,,"182,529",67.09%,,,
1189,Indiana,IN,6,,,,,,Party Votes:,R,"61,794",,,,,,,,
1190,Indiana,IN,6,H2IN06148,,Mel,Fox,"Fox, Mel",,D,"31,231",100.00%,,,"85,123",31.29%,,,
1191,Indiana,IN,6,,,,,,Party Votes:,D,"31,231",,,,,,,,
1192,Indiana,IN,6,H4IN06094,,Chad (Wick),Roots,"Roots, Chad (Wick)",,LBT,*,,,,"4,397",1.62%,,,
1193,Indiana,IN,6,,,,,,District Votes:,,"93,025",,,,"272,049",,,,
1194,Indiana,IN,7,H6IN10141,(I),Julia M.,Carson,"Carson, Julia M.",,D,"30,915",89.44%,,,"121,303",54.35%,,,
1195,Indiana,IN,7,H6IN10208,,Bob,Hidalgo,"Hidalgo, Bob",,D,"3,652",10.56%,,,,,,,
1196,Indiana,IN,7,,,,,,Party Votes:,D,"34,567",,,,,,,,
1197,Indiana,IN,7,H2IN07088,,Andrew (Andy),Horning,"Horning, Andrew (Andy)",,R,"23,152",72.54%,,,"97,491",43.68%,,,
1198,Indiana,IN,7,H4IN07100,,Bob,Croddy,"Croddy, Bob",,R,"8,764",27.46%,,,,,,,
1199,Indiana,IN,7,,,,,,Party Votes:,R,"31,916",,,,,,,,
1200,Indiana,IN,7,H4IN07126,,Barry,Campbell,"Campbell, Barry",,LBT,*,,,,"4,381",1.96%,,,
1201,Indiana,IN,7,,,,,,District Votes:,,"66,483",,,,"223,175",,,,
1202,Indiana,IN,8,H4IN08108,(I),John N.,Hostettler,"Hostettler, John N.",,R,"39,721",100.00%,,,"145,576",53.37%,,,
1203,Indiana,IN,8,,,,,,Party Votes:,R,"39,721",,,,,,,,
1204,Indiana,IN,8,H4IN08157,,Jon P.,Jennings,"Jennings, Jon P.",,D,"37,853",73.49%,,,"121,522",44.55%,,,
1205,Indiana,IN,8,H4IN08173,,Bill,Pearman,"Pearman, Bill",,D,"13,652",26.51%,,,,,,,
1206,Indiana,IN,8,,,,,,Party Votes:,D,"51,505",,,,,,,,
1207,Indiana,IN,8,H4IN08181,,Mark,Garvin,"Garvin, Mark",,LBT,*,,,,"5,680",2.08%,,,
1208,Indiana,IN,8,,,,,,District Votes:,,"91,226",,,,"272,778",,,,
1209,Indiana,IN,9,H2IN09084,,Mike,Sodrel,"Sodrel, Mike",,R,"35,293",100.00%,,,"142,197",49.46%,,,
1210,Indiana,IN,9,,,,,,Party Votes:,R,"35,293",,,,,,,,
1211,Indiana,IN,9,H8IN09032,(I),Baron,Hill,"Hill, Baron",,D,"47,514",88.24%,,,"140,772",48.96%,,,
1212,Indiana,IN,9,H0IN09039,,Lendall B.,Terry,"Terry, Lendall B.",,D,"6,335",11.76%,,,,,,,
1213,Indiana,IN,9,,,,,,Party Votes:,D,"53,849",,,,,,,,
1214,Indiana,IN,9,H2IN09126,,Al,Cox,"Cox, Al",,LBT,*,,,,"4,541",1.58%,,,
1215,Indiana,IN,9,,,,,,District Votes:,,"89,142",,,,"287,510",,,,
1216,Indiana,IN,H,,,,,,House Votes:,,"761,748",,,,"2,416,251",,,,
1217,Indiana,IN,S,S8IN00049,(I),Evan,Bayh,"Bayh, Evan",,D,"304,267",100.00%,,,"1,496,976",61.65%,,,
1218,Indiana,IN,S,,,,,,Party Votes:,D,"304,267",,,,,,,,
1219,Indiana,IN,S,S4IN00071,,Marvin,Scott,"Scott, Marvin",,R,"335,215",100.00%,,,"903,913",37.23%,,,
1220,Indiana,IN,S,,,,,,Party Votes:,R,"335,215",,,,,,,,
1221,Indiana,IN,S,S4IN00105,,Albert,Barger,"Barger, Albert",,LBT,*,,,,"27,344",1.13%,,,
1222,Indiana,IN,S,,,,,,Senate Votes:,,"639,482",,,,"2,428,233",,,,
1223,Indiana,IN,,,,,,,Total State Votes:,,"1,401,230",,,,"4,844,484",,,,8
1224,Iowa,IA,1,H0IA02040,(I),Jim,Nussle,"Nussle, Jim",,R,"12,082",99.66%,,,"159,993",55.16%,,,
1225,Iowa,IA,1,,,,,Scattered,,W(R),41,0.34%,,,,,,,
1226,Iowa,IA,1,,,,,,Party Votes:,R,"12,123",,,,,,,,
1227,Iowa,IA,1,H2IA01014,,Bill,Gluba,"Gluba, Bill",,D,"7,126",59.84%,,,"125,490",43.26%,,,
1228,Iowa,IA,1,H2IA01048,,Denny,Heath,"Heath, Denny",,D/NP,"4,741",39.81%,,,"1,756",0.61%,,,
1229,Iowa,IA,1,,,,,Scattered,,W(D),41,0.34%,,,,,,,
1230,Iowa,IA,1,,,,,,Party Votes:,D,"11,908",,,,,,,,
1231,Iowa,IA,1,H4IA01051,,Mark,Nelson,"Nelson, Mark",,LBT,,,,,"2,727",0.94%,,,
1232,Iowa,IA,1,,,,Scattered,Scattered,,W,,,,,88,0.03%,,,
1233,Iowa,IA,1,,,,,,District Votes:,,"24,031",,,,"290,054",,,,
1234,Iowa,IA,2,H6IA01015,(I),James A.,Leach,"Leach, James A.",,R,"11,419",99.43%,,,"176,684",58.92%,,,
1235,Iowa,IA,2,,,,,Scattered,,W(R),66,0.57%,,,,,,,
1236,Iowa,IA,2,,,,,,Party Votes:,R,"11,485",,,,,,,,
1237,Iowa,IA,2,H4IA02034,,Dave,Franker,"Franker, Dave",,D,"16,351",99.11%,,,"117,405",39.15%,,,
1238,Iowa,IA,2,,,,,Scattered,,W(D),146,0.89%,,,,,,,
1239,Iowa,IA,2,,,,,,Party Votes:,D,"16,497",,,,,,,,
1240,Iowa,IA,2,H2IA02046,,Kevin,Litten,"Litten, Kevin",,LBT,,,,,"5,586",1.86%,,,
1241,Iowa,IA,2,,,,Scattered,Scattered,,W,,,,,206,0.07%,,,
1242,Iowa,IA,2,,,,,,District Votes:,,"27,982",,,,"299,881",,,,
1243,Iowa,IA,3,H6IA03144,(I),Leonard L.,Boswell,"Boswell, Leonard L.",,D,"9,882",99.43%,,,"168,007",55.21%,,,
1244,Iowa,IA,3,,,,,Scattered,,W(D),57,0.57%,,,,,,,
1245,Iowa,IA,3,,,,,,Party Votes:,D,"9,939",,,,,,,,
1246,Iowa,IA,3,H2IA04067,,Stan,Thompson,"Thompson, Stan",,R,"7,684",99.53%,,,"136,099",44.72%,,,
1247,Iowa,IA,3,,,,,Scattered,,W(R),36,0.47%,,,,,,,
1248,Iowa,IA,3,,,,,,Party Votes:,R,"7,720",,,,,,,,
1249,Iowa,IA,3,,,,Scattered,Scattered,,W,,,,,213,0.07%,,,
1250,Iowa,IA,3,,,,,,District Votes:,,"17,659",,,,"304,319",,,,
1251,Iowa,IA,4,H4IA05102,(I),Tom,Latham,"Latham, Tom",,R,"12,350",99.73%,,,"181,294",60.93%,,,
1252,Iowa,IA,4,,,,,Scattered,,W(R),34,0.27%,,,,,,,
1253,Iowa,IA,4,,,,,,Party Votes:,R,"12,384",,,,,,,,
1254,Iowa,IA,4,H4IA04105,,Paul W.,Johnson,"Johnson, Paul W.",,D,"9,653",99.68%,,,"116,121",39.02%,,,
1255,Iowa,IA,4,,,,,Scattered,,W(D),31,0.32%,,,,,,,
1256,Iowa,IA,4,,,,,,Party Votes:,D,"9,684",,,,,,,,
1257,Iowa,IA,4,,,,Scattered,Scattered,,W,,,,,151,0.05%,,,
1258,Iowa,IA,4,,,,,,District Votes:,,"22,068",,,,"297,566",,,,
1259,Iowa,IA,5,H2IA05072,(I),Steve,King,"King, Steve",,R,"30,198",99.57%,,,"168,583",63.30%,,,
1260,Iowa,IA,5,,,,,Scattered,,W(R),129,0.43%,,,,,,,
1261,Iowa,IA,5,,,,,,Party Votes:,R,"30,327",,,,,,,,
1262,Iowa,IA,5,H4IA05169,,E. Joyce,Schulte,"Schulte, E. Joyce",,D,"4,902",51.32%,,,"97,597",36.64%,,,
1263,Iowa,IA,5,H4IA05177,,Gene,Blanshan,"Blanshan, Gene",,D,"3,117",32.63%,,,,,,,
1264,Iowa,IA,5,H4IA05151,,Sal,Mohamed,"Mohamed, Sal",,D,"1,513",15.84%,,,,,,,
1265,Iowa,IA,5,,,,,Scattered,,W(D),20,0.21%,,,,,,,
1266,Iowa,IA,5,,,,,,Party Votes:,D,"9,552",,,,,,,,
1267,Iowa,IA,5,,,,Scattered,Scattered,,W,,,,,161,0.06%,,,
1268,Iowa,IA,5,,,,,,District Votes:,,"39,879",,,,"266,341",,,,
1269,Iowa,IA,H,,,,,,House Votes:,,"131,619",,,,"1,458,161",,,,
1270,Iowa,IA,S,S0IA00028,(I),Chuck,Grassley,"Grassley, Chuck",,R,"78,819",99.72%,,,"1,038,175",70.18%,,,
1271,Iowa,IA,S,,,,,Scattered,,W(R),218,0.28%,,,,,,,
1272,Iowa,IA,S,,,,,,Party Votes:,R,"79,037",,,,,,,,
1273,Iowa,IA,S,S4IA00046,,Arthur,Small,"Small, Arthur",,D,"52,318",99.25%,,,"412,365",27.88%,,,
1274,Iowa,IA,S,,,,,Scattered,,W(D),398,0.75%,,,,,,,
1275,Iowa,IA,S,,,,,,Party Votes:,D,"52,716",,,,,,,,
1276,Iowa,IA,S,S4IA00061,,Christy Ann,Welty,"Welty, Christy Ann",,LBT,,,,,"15,218",1.03%,,,
1277,Iowa,IA,S,S4IA00053,,Daryl A.,Northrop,"Northrop, Daryl A.",,IG,,,,,"11,121",0.75%,,,
1278,Iowa,IA,S,S4IA00079,,Edwin B.,Fruit,"Fruit, Edwin B.",,SWP,,,,,"1,874",0.13%,,,
1279,Iowa,IA,S,,,,Scattered,Scattered,,W,,,,,475,0.03%,,,
1280,Iowa,IA,S,,,,,,Senate Votes:,,"131,753",,,,"1,479,228",,,,
1281,Iowa,IA,,,,,,,Total State Votes:,,"263,372",,,,"2,937,389",,,,
1282,Kansas,KS,1,H6KS01096,(I),Jerry,Moran,"Moran, Jerry",,R,"94,098",100.00%,,,"239,776",90.72%,,,
1283,Kansas,KS,1,,,,,,Party Votes:,R,"94,098",,,,,,,,
1284,Kansas,KS,1,H0KS01081,,Jack,Warner,"Warner, Jack",,LBT,,,,,"24,517",9.28%,,,
1285,Kansas,KS,1,,,,,,District Votes:,,"94,098",,,,"264,293",,,,
1286,Kansas,KS,2,H6KS02227,(I),Jim,Ryun,"Ryun, Jim",,R,"69,368",100.00%,,,"165,325",56.15%,,,
1287,Kansas,KS,2,,,,,,Party Votes:,R,"69,368",,,,,,,,
1288,Kansas,KS,2,H4KS02107,,Nancy,Boyda,"Boyda, Nancy",,D,"36,771",100.00%,,,"121,532",41.28%,,,
1289,Kansas,KS,2,,,,,,Party Votes:,D,"36,771",,,,,,,,
1290,Kansas,KS,2,H0KS02097,,Dennis,Hawver,"Hawver, Dennis",,LBT,,,,,"7,579",2.57%,,,
1291,Kansas,KS,2,,,,,,District Votes:,,"106,139",,,,"294,436",,,,
1292,Kansas,KS,3,H8KS03049,(I),Dennis,Moore,"Moore, Dennis",,D,"33,466",100.00%,,,"184,050",54.82%,,,
1293,Kansas,KS,3,,,,,,Party Votes:,D,"33,466",,,,,,,,
1294,Kansas,KS,3,H4KS03105,,Kris,Kobach,"Kobach, Kris",,R,"39,129",44.02%,,,"145,542",43.35%,,,
1295,Kansas,KS,3,H2KS03133,,Adam,Taff,"Taff, Adam",,R,"38,922",43.79%,,,,,,,
1296,Kansas,KS,3,H4KS03113,,Patricia,Lightner,"Lightner, Patricia",,R,"10,836",12.19%,,,,,,,
1297,Kansas,KS,3,,,,,,Party Votes:,R,"88,887",,,,,,,,
1298,Kansas,KS,3,H4KS03162,,Joe,Bellis,"Bellis, Joe",,LBT,,,,,"3,191",0.95%,,,
1299,Kansas,KS,3,H4KS03154,,Richard,Wells,"Wells, Richard",,REF,,,,,"2,956",0.88%,,,
1300,Kansas,KS,3,,,,,,District Votes:,,"122,353",,,,"335,739",,,,
1301,Kansas,KS,4,H4KS04087,(I),Todd,Tiahrt,"Tiahrt, Todd",,R,"53,202",100.00%,,,"173,151",66.11%,,,
1302,Kansas,KS,4,,,,,,Party Votes:,R,"53,202",,,,,,,,
1303,Kansas,KS,4,H8KS04039,,Michael,Kinard,"Kinard, Michael",,D,"14,308",73.05%,,,"81,388",31.07%,,,
1304,Kansas,KS,4,H4KS04095,,Marty,Mork,"Mork, Marty",,D,"5,279",26.95%,,,,,,,
1305,Kansas,KS,4,,,,,,Party Votes:,D,"19,587",,,,,,,,
1306,Kansas,KS,4,H4KS04103,,David,Loomis,"Loomis, David",,LBT,,,,,"7,376",2.82%,,,
1307,Kansas,KS,4,,,,,,District Votes:,,"72,789",,,,"261,915",,,,
1308,Kansas,KS,H,,,,,,House Votes:,,"395,379",,,,"1,156,383",,,,
1309,Kansas,KS,S,S6KS00122,(I),Samuel D.,Brownback,"Brownback, Samuel D.",,R,"286,839",86.99%,,,"780,863",69.16%,,,
1310,Kansas,KS,S,S4KS00101,,Arch,Naramore,"Naramore, Arch",,R,"42,880",13.01%,,,,,,,
1311,Kansas,KS,S,,,,,,Party Votes:,R,"329,719",,,,,,,,
1312,Kansas,KS,S,S4KS00093,,Robert A.,Conroy,"Conroy, Robert A.",,D,"61,052",55.92%,,,,,,,
1313,Kansas,KS,S,S4KS00085,,Lee,Jones,"Jones, Lee",,D,"48,133",44.08%,,,"310,337",27.49%,,,
1314,Kansas,KS,S,,,,,,Party Votes:,D,"109,185",,,,,,,,
1315,Kansas,KS,S,S6KS00205,,Steven A.,Rosile,"Rosile, Steven A.",,LBT,,,,,"21,842",1.93%,,,
1316,Kansas,KS,S,S2KS00089,,George,Cook,"Cook, George",,REF,,,,,"15,980",1.42%,,,
1317,Kansas,KS,S,,,,,,Senate Votes:,,"438,904",,,,"1,129,022",,,,
1318,Kansas,KS,,,,,,,Total State Votes:,,"834,283",,,,"2,285,405",,,,9
1319,Kentucky,KY,1,H4KY01040,(I),Edward,Whitfield,"Whitfield, Edward",,R,Unopposed,,,,"175,972",67.32%,,,
1320,Kentucky,KY,1,H4KY01057,,Billy R.,Cartwright,"Cartwright, Billy R.",,D,Unopposed,,,,"85,229",32.61%,,,
1321,Kentucky,KY,1,H6KY01011,,Tom,Barlow,"Barlow, Tom",,W,,,,,186,0.07%,,,
1322,Kentucky,KY,1,,,,,,District Votes:,,n/a,,,,"261,387",,,,
1323,Kentucky,KY,2,H4KY02030,(I),Ron,Lewis,"Lewis, Ron",,R,Unopposed,,,,"185,394",67.92%,,,
1324,Kentucky,KY,2,H4KY02063,,Adam,Smith,"Smith, Adam",,D,"14,565",44.26%,,,"87,585",32.08%,,,
1325,Kentucky,KY,2,H4KY02071,,James E.,Rice,"Rice, James E.",,D,"9,228",28.04%,,,,,,,
1326,Kentucky,KY,2,H2KY02075,,Pete,Tabb,"Tabb, Pete",,D,"9,115",27.70%,,,,,,,
1327,Kentucky,KY,2,,,,,,Party Votes:,D,"32,908",,,,,,,,
1328,Kentucky,KY,2,,,,,,District Votes:,,"32,908",,,,"272,979",,,,
1329,Kentucky,KY,3,H6KY03090,(I),Anne M.,Northup,"Northup, Anne M.",,R,Unopposed,,,,"197,736",60.26%,,,
1330,Kentucky,KY,3,H4KY03186,,Tony,Miller,"Miller, Tony",,D,"39,883",81.78%,,,"124,040",37.80%,,,
1331,Kentucky,KY,3,H4KY03129,,Burrel Charles,Farnsley,"Farnsley, Burrel Charles",,D,"8,883",18.22%,,,,,,,
1332,Kentucky,KY,3,,,,,,Party Votes:,D,"48,766",,,,,,,,
1333,Kentucky,KY,3,H4KY03194,,George C.,Dick,"Dick, George C.",,LBT,,,,,"6,363",1.94%,,,
1334,Kentucky,KY,3,H4KY03202,,Corley,Everett,"Everett, Corley",,W,,,,,15,0.00%,,,
1335,Kentucky,KY,3,,,,,,District Votes:,,"48,766",,,,"328,154",,,,
1336,Kentucky,KY,4,H2KY04071,,Geoff,Davis,"Davis, Geoff",,R,"13,957",58.00%,,,"160,982",54.40%,,,
1337,Kentucky,KY,4,H4KY04051,,Kevin L.,Murphy,"Murphy, Kevin L.",,R,"7,672",31.88%,,,,,,,
1338,Kentucky,KY,4,H4KY04093,,John Kelly,King,"King, John Kelly",,R,"2,434",10.12%,,,,,,,
1339,Kentucky,KY,4,,,,,,Party Votes:,R,"24,063",,,,,,,,
1340,Kentucky,KY,4,H4KY04085,,Nick,Clooney,"Clooney, Nick",,D,Unopposed,,,,"129,876",43.89%,,,
1341,Kentucky,KY,4,H4KY04101,,Michael E.,Slider,"Slider, Michael E.",,I,,,,,"5,069",1.71%,,,
1342,Kentucky,KY,4,,,,,,District Votes:,,"24,063",,,,"295,927",,,,
1343,Kentucky,KY,5,H0KY05015,(I),"Harold Hal""""""arol""",Rogers,"Rogers, Harold Hal""""""oger""",,R,"26,909",91.29%,,,"177,579",100.00%,,,
1344,Kentucky,KY,5,H2KY05136,,Billy Ray,Wilson,"Wilson, Billy Ray",,R,"2,566",8.71%,,,,,,,
1345,Kentucky,KY,5,,,,,,Party Votes:,R,"29,475",,,,,,,,
1346,Kentucky,KY,5,,,,,,District Votes:,,"29,475",,,,"177,579",,,,
1347,Kentucky,KY,6,H4KY06072,(I),Ben,Chandler,"Chandler, Ben",,D,Unopposed,,,,"175,355",58.60%,,,
1348,Kentucky,KY,6,H4KY06098,,Tom,Buford,"Buford, Tom",,R,"8,478",62.15%,,,"119,716",40.01%,,,
1349,Kentucky,KY,6,H4KY06106,,Bryan Samuel,Coffman,"Coffman, Bryan Samuel",,R,"3,526",25.85%,,,,,,,
1350,Kentucky,KY,6,H4KY06114,,Don,Swarthout,"Swarthout, Don",,R,"1,637",12.00%,,,,,,,
1351,Kentucky,KY,6,,,,,,Party Votes:,R,"13,641",,,,,,,,
1352,Kentucky,KY,6,H4KY06122,,Stacy,Abner,"Abner, Stacy",,CON,,,,,"2,388",0.80%,,,
1353,Kentucky,KY,6,H4KY06080,,Mark,Gailey,"Gailey, Mark",,LBT,,,,,"1,758",0.59%,,,
1354,Kentucky,KY,6,,,,,,District Votes:,,"13,641",,,,"299,217",,,,
1355,Kentucky,KY,H,,,,,,House Votes:,,"148,853",,,,"1,635,243",,,,
1356,Kentucky,KY,S,S8KY00118,(I),Jim,Bunning,"Bunning, Jim",,R,"96,545",84.00%,,,"873,507",50.66%,,,
1357,Kentucky,KY,S,S6KY00021,,Barry,Metcalf,"Metcalf, Barry",,R,"18,395",16.00%,,,,,,,
1358,Kentucky,KY,S,,,,,,Party Votes:,R,"114,940",,,,,,,,
1359,Kentucky,KY,S,S4KY00059,,Daniel,Mongiardo,"Mongiardo, Daniel",,D,"142,162",64.92%,,,"850,855",49.34%,,,
1360,Kentucky,KY,S,S2KY00046,,David L.,Williams,"Williams, David L.",,D,"76,807",35.08%,,,,,,,
1361,Kentucky,KY,S,,,,,,Party Votes:,D,"218,969",,,,,,,,
1362,Kentucky,KY,S,,,,,,Senate Votes:,,"333,909",,,,"1,724,362",,,,
1363,Kentucky,KY,,,,,,,Total State Votes:,,"482,762",,,,"3,359,605",,,,
1364,Louisiana,LA,1,H4LA00016,,"Bobby""""""Bobby""""""""",Jindal,"Jindal, Bobby""""""indal",",,R,n/a,,,,225","708""",78.40%,,,,,,,,
1365,Louisiana,LA,1,H4LA01105,,Roy,Armstrong,"Armstrong, Roy",,D,n/a,,,,"19,266",6.69%,,,
1366,Louisiana,LA,1,H4LA01113,,"M.V. Vinny"""""".V. ""V""""V""",Mendoza,"Mendoza, M.V. Vinny""""""endoza""",,D,n/a,,,,"12,779",4.44%,,,
1367,Louisiana,LA,1,H4LA01097,,Daniel,Zimmerman,"Zimmerman, Daniel",,D,n/a,,,,"12,135",4.22%,,,
1368,Louisiana,LA,1,H4LA01121,,"Jerry""""""Jerry""""""""",Watts,"Watts, Jerry""""""atts"," """,D,n/a,,,,"10,034",3.49%,,,
1369,Louisiana,LA,1,H4LA01089,,"Mike""""""Mike""""""""",Rogers,"Rogers, Mike""""""ogers""",,R,n/a,,,,"7,975",2.77%,,,
1370,Louisiana,LA,1,,,,,,District Votes:,,,,,,"287,897",,,,
1371,Louisiana,LA,2,H0LA02119,(I),William J.,Jefferson,"Jefferson, William J.",,D,n/a,,,,"173,510",79.01%,,,
1372,Louisiana,LA,2,H4LA02079,,"Arthur L. Art""""""rthu""",Schwertz,"Schwertz, Arthur L. Art""""""chwe""",,R,n/a,,,,"46,097",20.99%,,,
1373,Louisiana,LA,2,,,,,,District Votes:,,,,,,"219,607",,,,
1374,Louisiana,LA,3,H4LA03028,,"Charlie""""""Charlie""""""""",Melancon,"Melancon, Charlie""""""elancon",",,D,n/a,,,,63","328""",23.93%,"57,611",50.25%,,,,,,
1375,Louisiana,LA,3,H4LA03069,,W.J. Billy," III"".J. Billy","J. ""Bi"""". """,Tauzin,R,n/a,,,,"84,680",32.00%,"57,042",49.75%,
1376,Louisiana,LA,3,H4LA03051,,Craig,Romero,"Romero, Craig",,R,n/a,,,,"61,132",23.10%,,,
1377,Louisiana,LA,3,H4LA03077,,Damon J.,Baldone,"Baldone, Damon J.",,D,n/a,,,,"25,783",9.74%,,,
1378,Louisiana,LA,3,H4LA03044,,Charmaine Degruise,Caccioppi,"Caccioppi, Charmaine Degruise",,D,n/a,,,,"19,347",7.31%,,,
1379,Louisiana,LA,3,H4LA03085,,Kevin D.,Chiasson,"Chiasson, Kevin D.",,R,n/a,,,,"10,350",3.91%,,,
1380,Louisiana,LA,3,,,,,,District Votes:,,,,,,"264,620",,"114,653",,
1381,Louisiana,LA,4,H8LA04134,(I),"Jim""""""Jim""""""""",McCrery,"McCrery, Jim""""""cCre""",,R,n/a,,,,Unopposed,,,,
1382,Louisiana,LA,4,,,,,,District Votes:,,,,,,,,,,
1383,Louisiana,LA,5,H2LA05084,(I),Rodney,Alexander,"Alexander, Rodney",,R,n/a,,,,"141,495",59.44%,,,
1384,Louisiana,LA,5,H4LA05056,,"Zelma Tisa""""""elma """,Blakes,"Blakes, Zelma Tisa""""""lakes""",,D,n/a,,,,"58,591",24.61%,,,
1385,Louisiana,LA,5,H4LA05049,,"John W. Jock""""""ohn W""",Scott,"Scott, John W. Jock""""""cott",",,R,n/a,,,,37","971""",15.95%,,,,,,,,
1386,Louisiana,LA,5,,,,,,District Votes:,,,,,,"238,057",,,,
1387,Louisiana,LA,6,H6LA06083,(I),Richard H.,Baker,"Baker, Richard H.",,R,n/a,,,,"189,106",72.21%,,,
1388,Louisiana,LA,6,H4LA06047,,Rufus Holt,"Craig, Jr.","Craig, Rufus Holt, Jr.",,D,n/a,,,,"50,732",19.37%,,,
1389,Louisiana,LA,6,H4LA06054,,"Edward Anthony Scott""""""dward """,Galmon,"Galmon, Edward Anthony Scott""""""almon",",,D,n/a,,,,22","031""",8.41%,,,,,,,,
1390,Louisiana,LA,6,,,,,,District Votes:,,,,,,"261,869",,,,
1391,Louisiana,LA,7,H4LA07029,,"Charles, Jr.",Boustany,"Boustany, Charles, Jr.",,R,n/a,,,,"105,761",38.61%,"75,039",54.96%,
1392,Louisiana,LA,7,H4LA07045,,Willie Landry,Mount,"Mount, Willie Landry",,D,n/a,,,,"69,079",25.22%,"61,493",45.04%,
1393,Louisiana,LA,7,H4LA07052,,"Don""""""Don""""""""",Cravins,"Cravins, Don""""""ravi""",,D,n/a,,,,"67,389",24.60%,,,
1394,Louisiana,LA,7,H6LA07073,,David,Thibodaux,"Thibodaux, David",,R,n/a,,,,"26,526",9.68%,,,
1395,Louisiana,LA,7,H4LA07060,,Malcolm R.,Carriere,"Carriere, Malcolm R.",,D,n/a,,,,"5,177",1.89%,,,
1396,Louisiana,LA,7,,,,,,District Votes:,,,,,,"273,932",,"136,532",,
1397,Louisiana,LA,H,,,,,,House Votes:,,n/a,,,,"1,545,982",,"251,185",,
