FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
H2IL07080,IL,07,Mark ,Tunney,"Tunney, Mark ",,R,"5,445",58.45%,,,"25,280",15.25%,,,,
H2IL07072,IL,07,Byron F.,Reed,"Reed, Byron F.",,R,"2,048",21.98%,,,,,,,,
H0IL07084,IL,07,Robert,Dallas,"Dallas, Robert",,R,"1,823",19.57%,,,,,,,,
,IL,07,,,   ,Total Party Votes:,R,"9,316",,,,,,,,,
H2IL04137,IL,07,Martin ,Pankau,"Pankau, Martin ",,LBT,,,,,"2,543",1.53%,,,,
,IL,07,,,   ,Total District Votes:,,"102,276",,,,"165,756",,,,,
H6IL12016,IL,08,Philip M.,Crane,"Crane, Philip M.",,R,"59,051",100.00%,,,"95,275",57.42%,,,(I),
,IL ,08,,,   ,Total Party Votes:,R,"59,051",,,,,,,,,
H2IL08088,IL,08,Melissa L.,Bean,"Bean, Melissa L.",,D,"26,382",100.00%,,,"70,626",42.56%,,,,
,IL ,08,,,   ,Total Party Votes:,D,"26,382",,,,,,,,,
,IL,08,Chuck,Kelecic,"Kelecic, Chuck ",,W, ,,,,25,0.02%,,,,
,IL ,08,,,   ,Total District Votes:,,"85,433",,,,"165,926",,,,,
H8IL09067,IL,09,Janice D.,Schakowsky,"Schakowsky, Janice D.",,D,"69,020",100.00%,,,"118,642",70.27%,,,(I),
,IL,09,,,   ,Total Party Votes:,D,"69,020",,,,,,,,,
H2IL09102,IL,09,Nicholas M.,Duric,"Duric, Nicholas M.",,R,,,,,"45,307",26.83%,,,,
H0IL04057,IL,09,"Stephanie "Vs. The Machine"""tephanie "Vs. Th""ephani",Sailor,"Sailor, Stephanie "Vs. The Machine"""ailor, Stephanie",,LBT,,,,,"4,887",2.89%,,,,
,IL,09,,,   ,Total District Votes:,,"69,020",,,,"168,836",,,,,
H0IL10120,IL,10,Mark Steven,Kirk,"Kirk, Mark Steven",,R,"47,477",100.00%,,,"128,611",68.81%,,,(I),
,IL ,10,,,   ,Total Party Votes:,R,"47,477",,,,,,,,,
H2IL10043,IL,10,"Henry H. "Hank"""enry ","Perritt, Jr.","Perritt, Henry H. "Hank," Jr.""erritt, He",,D,"39,323",100.00%,,,"58,300",31.19%,,,,
,IL,10,,,   ,Total Party Votes:,D,"39,323",,,,,,,,,
,IL ,10,,,   ,Total District Votes:,,"86,800",,,,"186,911",,,,,
H4IL11096,IL,11,"Gerald C. "Jerry"""erald ",Weller,"Weller, Gerald C. "Jerry"""eller,",,R,"52,459",100.00%,,,"124,192",64.32%,,,(I),
,IL,11,,,   ,Total Party Votes:,R,"52,459",,,,,,,,,
H2IL11090,IL,11,Keith S.,Van Duyne,"Van Duyne, Keith S.",,D,"35,005",99.96%,,,"68,893",35.68%,,,,
,IL,11,Charles M.,Hughes,"Hughes, Charles M.",,W(D),13,0.04%,,,,,,,,
,IL,11,,,   ,Total Party Votes:,D,"35,018",,,,,,,,,
,IL,11,,,   ,Total District Votes:,,"87,477",,,,"193,085",,,,,
H8IL21021,IL,12,Jerry F.,Costello,"Costello, Jerry F.",,D,"58,195",100.00%,,,"131,580",69.25%,,,(I),
,IL,12,,,   ,Total Party Votes:,D,"58,195",,,,,,,,,
H2IL12072,IL,12,David,Sadler,"Sadler, David",,R,"15,019",66.09%,,,"58,440",30.75%,,,,
H2IL12064,IL,12,Patricia Elaine,Beard,"Beard, Patricia Elaine",,R,"7,706",33.91%,,,,,,,,
,IL,12,,,   ,Total Party Votes:,R,"22,725",,,,,,,,,
,IL,12,,,   ,Total District Votes:,,"80,920",,,,"190,020",,,,,
H8IL13069,IL,13,Judy,Biggert,"Biggert, Judy",,R,"70,691",,,,"139,546",70.26%,,,(I),
,IL ,13,,,   ,Total Party Votes:,R,"70,691",,,,,,,,,
H0IL13058,IL,13,Tom ,Mason,"Mason, Tom ",,D,,,,,"59,069",29.74%,,,,
,IL ,13,,,   ,Total District Votes:,,"70,691",,,,"198,615",,,,,
H6IL14095,IL,14,J.  Dennis,Hastert,"Hastert, J.  Dennis",,R,"74,976",100.00%,,,"135,198",74.14%,,,(I),
,IL ,14,,,   ,Total Party Votes:,R,"74,976",,,,,,,,,
H2IL14060,IL,14,Laurence J. ,Quick,"Quick, Laurence J. ",,D,,,,,"47,165",25.86%,,,,
,IL,14,,,   ,Total District Votes:,,"74,976",,,,"182,363",,,,,
H0IL15053,IL,15,Timothy V.,Johnson,"Johnson, Timothy V.",,R,"70,520",100.00%,,,"134,650",65.17%,,,(I),
,IL,15,,,   ,Total Party Votes:,R,"70,520",,,,,,,,,
H2IL15067,IL,15,Joshua T. ,Hartke,"Hartke, Joshua T. ",,D,,,,,"64,131",31.04%,,,,
H2IL15075,IL,15,Carl ,Estabrook,"Estabrook, Carl ",,ILG,,,,,"7,836",3.79%,,,,
,IL,15,,,   ,Total District Votes:,,"70,520",,,,"206,617",,,,,
H0IL16085,IL,16,Donald A.,Manzullo,"Manzullo, Donald A.",,R,"69,476",100.00%,,,"133,339",70.61%,,,(I),
,IL ,16,,,   ,Total Party Votes:,R,"69,476",,,,,,,,,
H2IL16032,IL,16,John,Kutsch,"Kutsch, John",,D,"27,702",100.00%,,,"55,488",29.39%,,,,
,IL,16,,,   ,Total Party Votes:,D,"27,702",,,,,,,,,
,IL ,16,,,   ,Total District Votes:,,"97,178",,,,"188,827",,,,,
H2IL19010,IL,17,Lane ,Evans,"Evans, Lane ",,D,"48,583",100.00%,,,"127,093",62.42%,,,(I),
,IL,17,,,   ,Total Party Votes:,D,"48,583",,,,,,,,,
H2IL17048,IL,17,Peter,Calderone,"Calderone, Peter",,R,"22,435",58.30%,,,"76,519",37.58%,,,,
H2IL17055,IL,17,Tony,Rees,"Rees, Tony",,R,"16,048",41.70%,,,,,,,,
,IL,17,,,   ,Total Party Votes:,R,"38,483",,,,,,,,,
,IL,17,,,   ,Total District Votes:,,"87,066",,,,"203,612",,,,,
H4IL18059,IL,18,Ray,LaHood,"LaHood, Ray",,R,"74,092",100.00%,,,"192,567",100.00%,,,(I),
,IL,18,,,   ,Total Party Votes:,R,"74,092",,,,,,,,,
,IL,18,,,   ,Total District Votes:,,"74,092",,,,"192,567",,,,,
H2IL20042,IL,19,John M.,Shimkus,"Shimkus, John M.",,R,"52,191",100.00%,,,"133,956",54.79%,,,(I),
,IL,19,,,   ,Total Party Votes:,R,"52,191",,,,,,,,,
H8IL19066,IL,19,David D.,Phelps,"Phelps, David D.",,D,"48,154",83.37%,,,"110,517",45.21%,,,(I),
H8IL20015,IL,19,Vic,Roberts,"Roberts, Vic",,D,"9,607",16.63%,,,,,,,,
,IL,19,,,   ,Total Party Votes:,D,"57,761",,,,,,,,,
,IL,19,,,   ,Total District Votes:,,"109,952",,,,"244,473",,,,,
,IL, ,,,   ,Total State Votes:,,"1,697,520",,,,"3,429,136",,,,,
,IN,,,,   ,,,,,,,,,,,,
H4IN01012,IN,01,Peter J.,Visclosky,"Visclosky, Peter J.",,D,"57,099",85.58%,,,"90,443",66.94%,,,(I),
H6IN03088,IN,01,Ralph,Spelbring,"Spelbring, Ralph",,D,"9,621",14.42%,,,,,,,,
,IN,01,,,   ,Total Party Votes:,D,"66,720",,,,,,,,,
H8IN01096,IN,01,Mark J.,Leyva,"Leyva, Mark J.",,R,"9,546",59.62%,,,"41,909",31.02%,,,,
H8IN01088,IN,01,Cyril B. (Cy),Huerter,"Huerter, Cyril B. (Cy)",,R,"6,465",40.38%,,,,,,,,
,IN,01,,,   ,Total Party Votes:,R,"16,011",,,,,,,,,
,IN,01,Timothy P.,Brennan,"Brennan, Timothy P.",,LBT,*,,,,"2,759",2.04%,,,,
,IN,01,,,   ,Total District Votes:,,"82,731",,,,"135,111",,,,,
H2IN03111,IN,02,Chris,Chocola,"Chocola, Chris",,R,"30,176",78.19%,,,"95,081",50.45%,,,,
H2IN02162,IN,02,Lewis F. (Farmer),Hass,"Hass, Lewis F. (Farmer)",,R,"8,417",21.81%,,,,,,,,
,IN,02,,,   ,Total Party Votes:,R,"38,593",,,,,,,,,
H6IN05026,IN,02,Jill Long,Thompson,"Thompson, Jill Long",,D,"19,628",52.50%,,,"86,253",45.77%,,,,
H2IN02139,IN,02,Mark J.,Meissner,"Meissner, Mark J.",,D,"7,151",19.13%,,,,,,,,
H2IN02147,IN,02,William E.,Alexa,"Alexa, William E.",,D,"5,546",14.83%,,,,,,,,
H2IN02154,IN,02,Kathy Cekanski,Farrand,"Farrand, Kathy Cekanski",,D,"2,792",7.47%,,,,,,,,
H0IN03115,IN,02,Steven W.,Osborn,"Osborn, Steven W.",,D,"2,273",6.08%,,,,,,,,
,IN,02,,,   ,Total Party Votes:,D,"37,390",,,,,,,,,
,IN,02,Sharon,Metheny,"Metheny, Sharon",,LBT,*,,,,"7,112",3.77%,,,,
,IN,02,M. Myer,Blatt,"Blatt, M. Myer",,W,,,,,6,0.00%,,,,
,IN,02,James A.,Mello,"Mello, James A.",,W,,,,,6,0.00%,,,,
,IN,02,,,   ,Total District Votes:,,"75,983",,,,"188,458",,,,,
H4IN04099,IN,03,Mark E.,Souder,"Souder, Mark E.",,R,"53,186",59.56%,,,"92,566",63.14%,,,(I),
H0IN04030,IN,03,Paul,Helmke,"Helmke, Paul",,R,"33,038",37.00%,,,,,,,,
H2IN03145,IN,03,William R.,Larsen,"Larsen, William R.",,R,"3,079",3.45%,,,,,,,,
,IN,03,,,   ,Total Party Votes:,R,"89,303",,,,,,,,,
H2IN03129,IN,03,Jay,Rigdon,"Rigdon, Jay",,D,"9,217",100.00%,,,"50,509",34.45%,,,,
,IN,03,,,   ,Total Party Votes:,D,"9,217",,,,,,,,,
H0IN04154,IN,03,Mike,Donlan,"Donlan, Mike",,LBT,*,,,,"3,531",2.41%,,,,
,IN,03,,,   ,Total District Votes:,,"98,520",,,,"146,606",,,,,
H2IN05025,IN,04,Steve,Buyer,"Buyer, Steve",,R,"44,608",54.61%,,,"112,760",71.36%,,,(I),
H0IN07074,IN,04,Brian,Kerns,"Kerns, Brian",,R,"24,443",29.92%,,,,,,,(I),
H2IN04077,IN,04,R. Michael,Young,"Young, R. Michael",,R,"6,605",8.09%,,,,,,,,
H2IN04093,IN,04,Thomas J.,Herr,"Herr, Thomas J.",,R,"2,684",3.29%,,,,,,,,
H2IN04085,IN,04,Tim,Baynard,"Baynard, Tim",,R,"1,754",2.15%,,,,,,,,
H2IN04069,IN,04,Bob,Smith,"Smith, Bob",,R,"1,589",1.95%,,,,,,,,
,IN,04,,,   ,Total Party Votes:,R,"81,683",,,,,,,,,
H2IN04101,IN,04,Bill,Abbott,"Abbott, Bill",,D,,,,,"41,314",26.15%,,,,
,IN,04,Jerry L.,Susong,"Susong, Jerry L.",,LBT,*,,,,"3,934",2.49%,,,,
,IN,04,,,   ,Total District Votes:,,"81,683",,,,"158,008",,,,,
H2IN02060,IN,05,Dan,Burton,"Burton, Dan",,R,"65,022",83.81%,,,"129,442",71.97%,,,(I),
H6IN06024,IN,05,George Thomas,Holland,"Holland, George Thomas",,R,"12,560",16.19%,,,,,,,,
,IN,05,,,   ,Total Party Votes:,R,"77,582",,,,,,,,,
H2IN05058,IN,05,Katherine Fox,Carr,"Carr, Katherine Fox",,D,"5,349",37.47%,,,"45,283",25.18%,,,,
H2IN05041,IN,05,Jerry,Hall,"Hall, Jerry",,D,"3,758",26.33%,,,,,,,,
H2IN05033,IN,05,Mike,Brinegar,"Brinegar, Mike",,D,"3,635",25.47%,,,,,,,,
H0IN06084,IN,05,Darin Patrick,Griesey,"Griesey, Darin Patrick",,D,"1,532",10.73%,,,,,,,,
,IN,05,,,   ,Total Party Votes:,D,"14,274",,,,,,,,,
,IN,05,Christopher,Adkins,"Adkins, Christopher",,LBT,*,,,,"5,130",2.85%,,,,
,IN,05,,,   ,Total District Votes:,,"91,856",,,,"179,855",,,,,
H8IN02060,IN,06,Mike ,Pence,"Pence, Mike ",,R,"55,142",100.00%,,,"118,436",63.79%,,,(I),
,IN,06,,,   ,Total Party Votes:,R,"55,142",,,,,,,,,
H2IN06148,IN,06,Melina (Mel),Fox,"Fox, Melina (Mel)",,D,"29,450",100.00%,,,"63,871",34.40%,,,,
,IN,06,,,   ,Total Party Votes:,D,"29,450",,,,,,,,,
,IN,06,Doris,Robertson,"Robertson, Doris",,LBT,*,,,,"3,346",1.80%,,,,
H2IN06155,IN,06,Jeff,Davis,"Davis, Jeff",,LBT,,,,,,,,,,
,IN,06,,,   ,Total District Votes:,,"84,592",,,,"185,653",,,,,
H6IN10141,IN,07,Julia M.,Carson,"Carson, Julia M.",,D,"24,807",90.79%,,,"77,478",53.13%,,,(I),
H6IN10208,IN,07,Bob (Citizen Kern),Hidalgo,"Hidalgo, Bob (Citizen Kern)",,D,"2,515",9.21%,,,,,,,,
,IN,07,,,   ,Total Party Votes:,D,"27,322",,,,,,,,,
H0IN10094,IN,07,Brose A.,McVey,"McVey, Brose A.",,R,"17,875",68.94%,,,"64,379",44.14%,,,,
H8IN10097,IN,07,Jack,Reynolds,"Reynolds, Jack",,R,"8,054",31.06%,,,,,,,,
,IN,07,,,   ,Total Party Votes:,R,"25,929",,,,,,,,,
,IN,07,Andrew M.,Horning,"Horning, Andrew M.",,LBT,*,,,,"3,919",2.69%,,,,
,IN,07,James (Jim) Kell,Jeffries,"Jeffries, James (Jim) Kell",,W, ,,,,64,0.04%,,,,
,IN,07,,,   ,Total District Votes:,,"53,251",,,,"145,840",,,,,
H4IN08108,IN,08,John N.,Hostettler,"Hostettler, John N.",,R,"29,673",100.00%,,,"98,952",51.31%,,,(I),
,IN,08,,,   ,Total Party Votes:,R,"29,673",,,,,,,,,
H2IN08060,IN,08,Bryan,Hartke,"Hartke, Bryan",,D,"40,174",69.26%,,,"88,763",46.02%,,,,
H0IN07066,IN,08,Michael,Graf,"Graf, Michael",,D,"17,831",30.74%,,,,,,,,
,IN,08,,,   ,Total Party Votes:,D,"58,005",,,,,,,,,
,IN,08,Pam,Williams,"Williams, Pam",,LBT,*,,,,"5,150",2.67%,,,,
,IN,08,,,   ,Total District Votes:,,"87,678",,,,"192,865",,,,,
H8IN09032,IN,09,Baron P.,Hill,"Hill, Baron P.",,D,"49,910",100.00%,,,"96,654",51.15%,,,(I),
,IN,09,,,   ,Total Party Votes:,D,"49,910",,,,,,,,,
H2IN09084,IN,09,Mike,Sodrel,"Sodrel, Mike",,R,"15,109",44.53%,,,"87,169",46.13%,,,,
H2IN09092,IN,09,Chris,Redmon,"Redmon, Chris",,R,"9,380",27.65%,,,,,,,,
H2IN09100,IN,09,Jeff,Ellington,"Ellington, Jeff",,R,"6,684",19.70%,,,,,,,,
H2IN09118,IN,09,David,Fowler,"Fowler, David",,R,"2,757",8.13%,,,,,,,,
,IN,09,,,   ,Total Party Votes:,R,"33,930",,,,,,,,,
H2IN00018,IN,09,Jeff,Melton,"Melton, Jeff",,GRN,,,,,"2,745",1.45%,,,,
H2IN09126,IN,09,Al,Cox,"Cox, Al",,LBT,*,,,,"2,389",1.26%,,,,
,IN,09,,,   ,Total District Votes:,,"83,840",,,,"188,957",,,,,
,IN,,,,   ,Total State Votes:,,"740,134",,,,"1,521,353",,,,,5
,IA,,,,   ,,,,,,,,,,,,
S4IA00020,IA,S,Tom,Harkin,"Harkin, Tom",,D,"83,505",99.34%,,,"554,278",54.18%,,,(I),
,IA,S,,Scattered,Scattered ,,W(D),555,0.66%,,,,,,,,
,IA,S,,,   ,Total Party Votes:,D,"84,060",,,,,,,,,
S0IA00077,IA,S,Greg,Ganske,"Ganske, Greg",,R,"116,229",58.97%,,,"447,892",43.78%,,,,
S0IA00085,IA,S,Bill,Salier,"Salier, Bill",,R,"80,700",40.94%,,,,,,,,
,IA,S,,Scattered,Scattered ,,W(R),167,0.08%,,,,,,,,
,IA,S,,,   ,Total Party Votes:,R,"197,096",,,,,,,,,
S2IA00107,IA,S,Timothy A.,Harthan,"Harthan, Timothy A.",,IG,,,,,"11,340",1.11%,,,,
,IA,S,,Scattered,Scattered ,,W(IG),102,100.00%,,,,,,,,
,IA,S,,,   ,Total Party Votes:,IG,102,,,,,,,,,
S2IA00115,IA,S,Richard J.,Moore,"Moore, Richard J.",,LBT,,,,,"8,864",0.87%,,,,
,IA,S,,,Scattered ,,W, ,,,,701,0.07%,,,,
,IA,S,,,   ,Total State Votes:,,"281,258",,,,"1,023,075",,,,,
H0IA02040,IA,01,Jim,Nussle,"Nussle, Jim",,R,"26,648",99.50%,,,"112,280",57.15%,,,(I),
,IA,01,,Scattered,Scattered ,,W(R),135,0.50%,,,,,,,,
,IA,01,,,   ,Total Party Votes:,R,"26,783",,,,,,,,,
H2IA01030,IA,01,Ann,Hutchinson,"Hutchinson, Ann",,D,"12,235",58.80%,,,"83,779",42.65%,,,,
H2IA03028,IA,01,Dave,Nagle,"Nagle, Dave",,D,"7,799",37.48%,,,,,,,,
H2IA01048,IA,01,Denny,Heath,"Heath, Denny",,D,740,3.56%,,,,,,,,
,IA,01,,Scattered,Scattered ,,W(D),34,0.16%,,,,,,,,
,IA,01,,,   ,Total Party Votes:,D,"20,808",,,,,,,,,
,IA,01,,Scattered,Scattered ,,W(IG),12,100.00%,,,,,,,,
,IA,01,,,   ,Total Party Votes:,IG,12,,,,,,,,,
,IA,01,,Scattered,Scattered ,,W,,,,,396,0.20%,,,,
,IA,01,,,   ,Total District Votes:,,"47,603",,,,"196,455",,,,,
H6IA01015,IA,02,Jim,Leach,"Leach, Jim",,R,"24,441",99.37%,,,"108,130",52.19%,,,(I),
,IA,02,,Scattered,Scattered ,,W(R),155,0.63%,,,,,,,,
,IA,02,,,   ,Total Party Votes:,R,"24,596",,,,,,,,,
H2IA02038,IA,02,Julie,Thomas,"Thomas, Julie",,D,"14,367",99.58%,,,"94,767",45.74%,,,,
,IA,02,,Scattered,Scattered ,,W(D),60,0.42%,,,,,,,,
,IA,02,,,   ,Total Party Votes:,D,"14,427",,,,,,,,,
H2IA02046,IA,02,Kevin,Litten,"Litten, Kevin",,LBT,,,,,"4,178",2.02%,,,,
,IA,02,,Scattered,Scattered ,,W,,,,,96,0.05%,,,,
,IA,02,,Scattered,Scattered ,,W(IG),21,100.00%,,,,,,,,
,IA,02,,,   ,Total Party Votes:,IG,21,,,,,,,,,
,IA,02,,,   ,Total District Votes:,,"39,044",,,,"207,171",,,,,
H6IA03144,IA,03,Leonard L.,Boswell,"Boswell, Leonard L.",,D,"21,623",99.42%,,,"115,367",53.41%,,,(I),
,IA,03,,Scattered,Scattered ,,W(D),126,0.58%,,,,,,,,
,IA,03,,,   ,Total Party Votes:,D,"21,749",,,,,,,,,
H2IA04067,IA,03,Stan,Thompson,"Thompson, Stan",,R,"29,530",99.59%,,,"97,285",45.04%,,,,
,IA,03,,Scattered,Scattered ,,W(R),123,0.41%,,,,,,,,
,IA,03,,,   ,Total Party Votes:,R,"29,653",,,,,,,,,
H2IA03077,IA,03,Jeffrey J.,Smith,"Smith, Jeffrey J.",,LBT,,,,,"2,689",1.24%,,,,
H0IA04079,IA,03,Edwin B.,Fruit,"Fruit, Edwin B.",,SWP,,,,,569,0.26%,,,,
,IA,03,,Scattered,Scattered ,,W,,,,,75,0.03%,,,,
,IA,03,,Scattered,Scattered ,,W(IG),19,100.00%,,,,,,,,
,IA,03,,,   ,Total Party Votes:,IG,19,,,,,,,,,
,IA,03,,,   ,Total District Votes:,,"51,421",,,,"215,985",,,,,
H4IA05102,IA,04,Tom,Latham,"Latham, Tom",,R,"38,321",88.51%,,,"115,430",54.76%,,,(I),
H2IA04091,IA,04,Gail E.,Boliver,"Boliver, Gail E.",,R,"4,956",11.45%,,,,,,,,
,IA,04,,Scattered,Scattered ,,W(R),17,0.04%,,,,,,,,
,IA,04,,,   ,Total Party Votes:,R,"43,294",,,,,,,,,
H2IA04075,IA,04,John,Norris,"Norris, John",,D,"13,905",99.71%,,,"90,784",43.07%,,,,
,IA,04,,Scattered,Scattered ,,W(D),41,0.29%,,,,,,,,
,IA,04,,,   ,Total Party Votes:,D,"13,946",,,,,,,,,
H2IA04109,IA,04,Terry L.,Wilson,"Wilson, Terry L.",,LBT,,,,,"2,952",1.40%,,,,
H0IA03089,IA,04,Jim ,Hennager,"Hennager, Jim ",,OE,,,,,"1,544",0.73%,,,,
,IA,04,,Scattered,Scattered ,,W,,,,,64,0.03%,,,,
,IA,04,,Scattered,Scattered ,,W(IG),11,100.00%,,,,,,,,
,IA,04,,,   ,Total Party Votes:,IG,11,,,,,,,,,
,IA,04,,,   ,Total District Votes:,,"57,251",,,,"210,774",,,,,
H2IA05072,IA,05,Steve,King,"King, Steve",,R,"16,503",30.28%,WINNER,,"113,257",62.15%,,,,
H2IA05064,IA,05,John,Redwine,"Redwine, John",,R,"13,428",24.64%,*,,,,,,,
H2IA05049,IA,05,Brent,Siegrist,"Siegrist, Brent",,R,"12,978",23.82%,*,,,,,,,
H2IA05031,IA,05,Jeff,Ballenger,"Ballenger, Jeff",,R,"11,563",21.22%,*,,,,,,,
,IA,05,,Scattered,Scattered ,,W(R),22,0.04%,,,,,,,,
,IA,05,,,   ,Total Party Votes:,R,"54,494",,,,,,,,,
H2IA05056,IA,05,Paul,Shomshor,"Shomshor, Paul",,D,"7,122",99.55%,,,"68,853",37.78%,,,,
,IA,05,,Scattered,Scattered ,,W(D),32,0.45%,,,,,,,,
,IA,05,,,   ,Total Party Votes:,D,"7,154",,,,,,,,,
,IA,05,,Scattered,Scattered ,,W,,,,,127,0.07%,,,,
,IA,05,,Scattered,Scattered ,,W(IG),6,100.00%,,,,,,,,
,IA,05,,,   ,Total Party Votes:,IG,6,,,,,,,,,
,IA,05,,,,Total District Votes:,,"61,654",,,,"182,237",,,,,6
,IA,,,,   ,Total State Votes:,,"256,973",,,,"1,012,622",,,,,
,KS,,,,   ,,,,,,,,,,,,
S6KS00080,KS,S,Pat,Roberts,"Roberts, Pat",,R,"233,642",83.70%,,,"641,075",82.52%,,,(I),
S6KS00114,KS,S,Tom,Oyler,"Oyler, Tom",,R,"45,491",16.30%,,,,,,,,
,KS,S,,,   ,Total Party Votes:,R,"279,133",,,,,,,,,
S6KS00205,KS,S,Steven A.,Rosile,"Rosile, Steven A.",,LBT,*,,,,"70,725",9.10%,,,,
S2KS00089,KS,S,George,Cook,"Cook, George",,REF,*,,,,"65,050",8.37%,,,,
,KS,S,,,   ,Total State Votes:,,"279,133",,,,"776,850",,,,,
H6KS01096,KS,01,Jerry,Moran,"Moran, Jerry",,R,"77,435",100.00%,,,"189,976",91.09%,,,(I),
,KS,01,,,   ,Total Party Votes:,R,"77,435",,,,,,,,,
H0KS01081,KS,01,Jack,Warner,"Warner, Jack",,LBT,*,,,,"18,585",8.91%,,,,
,KS,01,,,   ,Total District Votes:,,"77,435",,,,"208,561",,,,,
H6KS02227,KS,02,Jim,Ryun,"Ryun, Jim",,R,"55,586",100.00%,,,"127,477",60.42%,,,(I),
,KS,02,,,   ,Total Party Votes:,R,"55,586",,,,,,,,,
H2KS02101,KS,02,Dan,Lykins,"Lykins, Dan",,D,"21,258",100.00%,,,"79,160",37.52%,,,,
,KS,02,,,   ,Total Party Votes:,D,"21,258",,,,,,,,,
H2KS02093,KS,02,Art,Clack,"Clack, Art",,LBT,*,,,,"4,340",2.06%,,,,
,KS,02,,,   ,Total District Votes:,,"76,844",,,,"210,977",,,,,
H8KS03049,KS,03,Dennis,Moore,"Moore, Dennis",,D,"22,991",100.00%,,,"110,095",50.18%,,,(I),
,KS,03,,,   ,Total Party Votes:,D,"22,991",,,,,,,,,
H2KS03133,KS,03,Adam,Taff,"Taff, Adam",,R,"40,609",51.81%,,,"102,882",46.89%,,,,
H0KS03053,KS,03,Jeff,Colyer,"Colyer, Jeff",,R,"37,771",48.19%,,,,,,,,
,KS,03,,,   ,Total Party Votes:,R,"78,380",,,,,,,,,
H2KS03141,KS,03,Dawn,Bly,"Bly, Dawn",,REF,*,,,,"5,046",2.30%,,,,
H2KS03158,KS,03,Douglas,Martin,"Martin, Douglas",,LBT,*,,,,"1,366",0.62%,,,,
,KS,03,,,   ,Total District Votes:,,"101,371",,,,"219,389",,,,,
H4KS04087,KS,04,Todd,Tiahrt,"Tiahrt, Todd",,R,"52,949",100.00%,,,"115,691",60.58%,,,(I),
,KS,04,,,   ,Total Party Votes:,R,"52,949",,,,,,,,,
H0KS04036,KS,04,Carlos,Nolla,"Nolla, Carlos",,D,"15,525",75.35%,,,"70,656",37.00%,,,,
H2KS04065,KS,04,Patrick,Quaney,"Quaney, Patrick",,D,"5,079",24.65%,,,,,,,,
,KS,04,,,   ,Total Party Votes:,D,"20,604",,,,,,,,,
H2KS04073,KS,04,Maike,Warren,"Warren, Maike",,LBT,*,,,,"4,616",2.42%,,,,
,KS,04,,,   ,Total District Votes:,,"73,553",,,,"190,963",,,,,
,KS,,,,   ,Total State Votes:,,"329,203",,,,"829,890",,,,,7
,KY,,,,   ,,,,,,,,,,,,
S2KY00012,KY,S,Mitch,McConnell,"McConnell, Mitch",,R,Unopposed,,,,"731,679",64.67%,,,(I),
S2KY00061,KY,S,Lois Combs,Weinberg,"Weinberg, Lois Combs",,D,"231,013",50.10%,,,"399,634",35.32%,,,,
S6KY00039,KY,S,Tom ,Barlow,"Barlow, Tom",,D,"230,055",49.90%,,,,,,,,
,KY,S,,,   ,Total Party Votes:,D,"461,068",,,,,,,,,
S2KY00095,KY,S,Ralph H. ,Stewart,"Stewart, Ralph H. ",,W,,,,,115,0.01%,,,,
S2KY00087,KY,S,Andrew Ellis,"Overby, Sr.","Overby, Andrew Ellis, Sr. ",,W,,,,,47,0.00%,,,,
,KY,S,,,   ,Total State Votes:,,"461,068",,,,"1,131,475",,,,,
H4KY01040,KY,01,Edward,Whitfield,"Whitfield, Edward",,R,Unopposed,,,,"117,600",65.25%,,,(I),
H2KY01051,KY,01,Klint,Alexander,"Alexander, Klint",,D,Unopposed,,,,"62,617",34.75%,,,,
,KY,01,,,   ,Total District Votes:,,,,,,"180,217",,,,,
H4KY02030,KY,02,Ron,Lewis,"Lewis, Ron",,R,Unopposed,,,,"122,773",69.64%,,,(I),
H0KY01063,KY,02,David L.,Williams,"Williams, David L.",,D,"57,104",76.57%,,,"51,431",29.17%,,,,
H2KY02075,KY,02,Pete,Tabb,"Tabb, Pete",,D,"17,478",23.43%,,,,,,,,
,KY,02,,,   ,Total Party Votes:,D,"74,582",,,, ,,,,,
H2KY02091,KY,02,Robert Guy,Dyer,"Dyer, Robert Guy",,LBT,,,,,"2,084",1.18%,,,,
,KY,02,,,   ,Total District Votes:,,"74,582",,,,"176,288",,,,,
H6KY03090,KY,03,Anne M.,Northup,"Northup, Anne M.",,R,Unopposed,,,,"118,228",51.61%,,,(I),
H2KY03156,KY,03,Jack,Conway,"Conway, Jack",,D,Unopposed,,,,"110,846",48.39%,,,,
,KY,03,,,   ,Total District Votes:,,,,,,"229,074",,,,,
H8KY00035,KY,04,Ken,Lucas,"Lucas, Ken",,D,Unopposed,,,,"87,776",51.11%,,,(I),
H2KY04071,KY,04,Geoff,Davis,"Davis, Geoff",,R,"17,088",,,,"81,651",47.54%,,,,
H0KY04059,KY,04,Roger,Thoney,"Thoney, Roger",,R,"4,784",,,,,,,,,
,KY,04,,,   ,Total Party Votes:,R,"21,872",,,,,,,,,
H2KY04089,KY,04,John,Grote,"Grote, John",,LBT,,,,,"2,308",1.34%,,,,
,KY,04,,,   ,Total District Votes:,,"21,872",,,,"171,735",,,,,
