1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES,
1362,,,,n/a,,,,,,,,,,,,,,,,,,,
1363,IN,Indiana,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,
1364,IN,Indiana,01,H4IN01012,(I),Peter J. ,Visclosky,"Visclosky, Peter J. ",,D,"42,219",100.00%,,,"187,743",67.28%,,,,,W,,
1365,IN,Indiana,01,n/a,,,,,Party Votes:,D,"42,219",,,,,,,,,,,,
1366,IN,Indiana,01,H2IN01123,,Joel ,Phelps,"Phelps, Joel ",,R,"17,164",58.95%,,,"91,291",32.72%,,,,,,,
1367,IN,Indiana,01,H2IN01131,,Dave ,Wenger,"Wenger, Dave ",,R,"11,952",41.05%,,,,,,,,,,,
1368,IN,Indiana,01,n/a,,,,,Party Votes:,R,"29,116",,,,,,,,,,,,
1369,IN,Indiana,01,n/a,,,,,District Votes:,,"71,335",,,,"279,034",,,,,,,,
1370,IN,Indiana,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,
1371,IN,Indiana,02,H0IN02190,,Jackie,Walorski,"Walorski, Jackie",,R,"46,873",72.79%,,,"134,033",49.01%,,,,,W,,
1372,IN,Indiana,02,H2IN02220,,Greg ,Andrews,"Andrews, Greg ",,R,"17,522",27.21%,,,,,,,,,,,
1373,IN,Indiana,02,n/a,,,,,Party Votes:,R,"64,395",,,,,,,,,,,,
1374,IN,Indiana,02,H2IN02204,,Brendan,Mullen,"Mullen, Brendan",,D,"11,218",54.10%,,,"130,113",47.58%,,,,,,,
1375,IN,Indiana,02,H2IN02238,,Dan ,Morrison,"Morrison, Dan ",,D,"9,519",45.90%,,,,,,,,,,,
1376,IN,Indiana,02,n/a,,,,,Party Votes:,D,"20,737",,,,,,,,,,,,
1377,IN,Indiana,02,H2IN02246,,Joseph Wayne,Ruiz,"Ruiz, Joseph Wayne",,LIB,*,,,,"9,326",3.41%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1378,IN,Indiana,02,H2IN02253,,"Kenneth R., Jr.",Lunce,"Lunce, Kenneth R., Jr.",,W,,,,,3,0.00%,,,,,,,
1379,IN,Indiana,02,n/a,,,,,District Votes:,,"85,132",,,,"273,475",,,,,,,,
1380,IN,Indiana,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,,
1381,IN,Indiana,03,H0IN03198,(I),Marlin A. ,Stutzman,"Stutzman, Marlin A. ",,R,"74,812",100.00%,,,"187,872",67.04%,,,,,W,,
1382,IN,Indiana,03,n/a,,,,,Party Votes:,R,"74,812",,,,,,,,,,,,
1383,IN,Indiana,03,H6IN00027,,Kevin R.,Boyd,"Boyd, Kevin R.",,D,"5,985",47.79%,,,"92,363",32.96%,,,,,,,
1384,IN,Indiana,03,H6IN03187,,Tommy A. ,Schrader,"Schrader, Tommy A. ",,D,"1,694",13.53%,,,,,,,,,,,
1385,IN,Indiana,03,H8IN04058 ,,Stephen G.,Hope,"Hope, Stephen G.",,D,"1,441",11.51%,,,,,,,,,,,
1386,IN,Indiana,03,H2IN03152,,Justin ,Kuhnle,"Kuhnle, Justin ",,D,"1,265",10.10%,,,,,,,,,,,
1387,IN,Indiana,03,H2IN03178 ,,David ,Sowards,"Sowards, David ",,D,"1,172",9.36%,,,,,,,,,,,
1388,IN,Indiana,03,H2IN03160,,John Forrest ,Roberson,"Roberson, John Forrest ",,D,966,7.71%,,,,,,,,,,,
1389,IN,Indiana,03,n/a,,,,,Party Votes:,D,"12,523",,,,,,,,,,,,
1390,IN,Indiana,03,n/a,,,,,District Votes:,,"87,335",,,,"280,235",,,,,,,,
1391,IN,Indiana,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,,
1392,IN,Indiana,04,H0IN04170,(I),Todd,Rokita,"Rokita, Todd",,R,"73,089",100.00%,,,"168,688",61.96%,,,,,W,,
1393,IN,Indiana,04,n/a,,,,,Party Votes:,R,"73,089",,,,,,,,,,,,
1394,IN,Indiana,04,H2IN04135,,Tara E.,Nelson,"Nelson, Tara E.",,D,"7,018",58.35%,,,"93,015",34.16%,,,,,,,
1395,IN,Indiana,04,H2IN04127,,Lester Terry ,Moore,"Moore, Lester Terry ",,D,"5,010",41.65%,,,,,,,,,,,
1396,IN,Indiana,04,n/a,,,,,Party Votes:,D,"12,028",,,,,,,,,,,,
1397,IN,Indiana,04,H2IN04150,,Benjamin J.,Gelhausen,"Gelhausen, Benjamin J.",,LIB,*,,,,"10,565",3.88%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1398,IN,Indiana,04,n/a,,,,,District Votes:,,"85,117",,,,"272,268",,,,,,,,
1399,IN,Indiana,,n/a,,,,DISTRICT 5,,,,,,,,,,,,,,,
1400,IN,Indiana,05,H2IN05082,,Susan ,Brooks,"Brooks, Susan ",,R,"31,185",29.95%,,,"194,570",58.37%,,,,,W,,
1401,IN,Indiana,05,H4IN02051,,David ,McIntosh,"McIntosh, David ",,R,"30,175",28.98%,,,,,,,,,,,
1402,IN,Indiana,05,H8IN05097,,John ,McGoff,"McGoff, John ",,R,"23,773",22.83%,,,,,,,,,,,
1403,IN,Indiana,05,H2IN05116,,Wayne,Seybold,"Seybold, Wayne",,R,"11,874",11.40%,,,,,,,,,,,
1404,IN,Indiana,05,H2IN05108,,John R. (Jack),Lugar,"Lugar, John R. (Jack)",,R,"4,758",4.57%,,,,,,,,,,,
1405,IN,Indiana,05,H2IN05124,,Jason ,Anderson,"Anderson, Jason ",,R,"1,036",0.99%,,,,,,,,,,,
1406,IN,Indiana,05,H2IN05140 ,,"William "Bill"""illia",Salin,"Salin, William "Bill"""alin,",,R,869,0.83%,,,,,,,,,,,
1407,IN,Indiana,05,H2IN05132,,Matthew ,Mount,"Mount, Matthew ",,R,453,0.44%,,,,,,,,,,,
1408,IN,Indiana,05,n/a,,,,,Party Votes:,R,"104,123",,,,,,,,,,,,
1409,IN,Indiana,05,H2IN05090,,Scott,Reske,"Reske, Scott",,D,"13,175",63.14%,,,"125,347",37.60%,,,,,,,
1410,IN,Indiana,05,H2IN05074,,Tony ,Long,"Long, Tony ",,D,"7,692",36.86%,,,,,,,,,,,
1411,IN,Indiana,05,n/a,,,,,Party Votes:,D,"20,867",,,,,,,,,,,,
1412,IN,Indiana,05,H0IN05169,,Chard,Reid,"Reid, Chard",,LIB,*,,,,"13,442",4.03%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1413,IN,Indiana,05,n/a,,,,,District Votes:,,"124,990",,,,"333,359",,,,,,,,
1414,IN,Indiana,,n/a,,,,DISTRICT 6,,,,,,,,,,,,,,,
1415,IN,Indiana,06,H0IN02125,,Luke,Messer,"Messer, Luke",,R,"32,859",40.35%,,,"162,613",59.08%,,,,,W,,
1416,IN,Indiana,06,H0IN09088,,Travis ,Hankins,"Hankins, Travis ",,R,"23,276",28.59%,,,,,,,,,,,
1417,IN,Indiana,06,H2IN06171,,Don ,Bates Jr.,"Bates Jr., Don ",,R,"10,913",13.40%,,,,,,,,,,,
1418,IN,Indiana,06,H6IN10075,,Bill ,Frazier,"Frazier, Bill ",,R,"8,446",10.37%,,,,,,,,,,,
1419,IN,Indiana,06,H2IN06247,,Joe ,Sizemore,"Sizemore, Joe ",,R,"2,346",2.88%,,,,,,,,,,,
1420,IN,Indiana,06,H2IN06254 ,,"Allen K, II",Smith,"Smith, Allen K, II",,R,"1,679",2.06%,,,,,,,,,,,
1421,IN,Indiana,06,H2IN06262 ,,"Joseph S., Sr",Van Wye,"Van Wye, Joseph S., Sr",,R,989,1.21%,,,,,,,,,,,
1422,IN,Indiana,06,H2IN06205,,John ,Hatter,"Hatter, John ",,R,917,1.13%,,,,,,,,,,,
1423,IN,Indiana,06,n/a,,,,,Party Votes:,R,"81,425",,,,,,,,,,,,
1424,IN,Indiana,06,H2IN06213,,Bradley T.,Bookout,"Bookout, Bradley T.",,D,"8,278",30.95%,,,"96,678",35.12%,,,,,,,
1425,IN,Indiana,06,H2IN06239,,Susan Hall,Heitzman,"Heitzman, Susan Hall",,D,"7,077",26.46%,,,,,,,,,,,
1426,IN,Indiana,06,H2IN06197,,Jim ,Crone,"Crone, Jim ",,D,"5,611",20.98%,,,,,,,,,,,
1427,IN,Indiana,06,H2IN06221,,Dan ,Bolling,"Bolling, Dan ",,D,"3,719",13.91%,,,,,,,,,,,
1428,IN,Indiana,06,H6IN06024,,George T.,Holland,"Holland, George T.",,D,"2,059",7.70%,,,,,,,,,,,
1429,IN,Indiana,06,n/a,,,,,Party Votes:,D,"26,744",,,,,,,,,,,,
1430,IN,Indiana,06,H2IN06270,,Rex,Bell,"Bell, Rex",,LIB,*,,,,"15,962",5.80%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1431,IN,Indiana,06,n/a,,,,,District Votes:,,"108,169",,,,"275,253",,,,,,,,
1432,IN,Indiana,,n/a,,,,DISTRICT 7,,,,,,,,,,,,,,,
1433,IN,Indiana,07,H8IN07184,(I),Andre D. ,Carson,"Carson, Andre D. ",,D,"34,782",90.35%,,,"162,122",62.85%,,,,,W,,
1434,IN,Indiana,07,H2IN07120 ,,"Bob "Citizen"""ob "Citi""b "C"" ",Kern,"Kern, Bob "Citizen"""ern, Bob",,D,"2,048",5.32%,,,,,,,,,,,
1435,IN,Indiana,07,H2IN07138,,Woodrow,Wilcox,"Wilcox, Woodrow",,D,"1,082",2.81%,,,,,,,,,,,
1436,IN,Indiana,07,H6IN07337,,Pierre Quincy,Pullins,"Pullins, Pierre Quincy",,D,586,1.52%,,,,,,,,,,,
1437,IN,Indiana,07,n/a,,,,,Party Votes:,D,"38,498",,,,,,,,,,,,
1438,IN,Indiana,07,H0IN07157,,Carlos A. ,May,"May, Carlos A. ",,R,"10,783",26.79%,,,"95,828",37.15%,,,,,,,
1439,IN,Indiana,07,H8IN07259,,Catherine (Cat) ,Ping,"Ping, Catherine (Cat) ",,R,"9,771",24.28%,,,,,,,,,,,
1440,IN,Indiana,07,H2IN07112,,Steven,Davis,"Davis, Steven",,R,"7,727",19.20%,,,,,,,,,,,
1441,IN,Indiana,07,H8IN07150,,Wayne E.,Harmon,"Harmon, Wayne E.",,R,"4,252",10.56%,,,,,,,,,,,
1442,IN,Indiana,07,H4IN07092,,Anthony W. (Tony),Duncan,"Duncan, Anthony W. (Tony)",,R,"4,079",10.13%,,,,,,,,,,,
1443,IN,Indiana,07,H2IN07096,,JD,Miniear,"Miniear, JD",,R,"2,227",5.53%,,,,,,,,,,,
1444,IN,Indiana,07,H8IN07267,,Lawrence (Larry) B.,Shouse,"Shouse, Lawrence (Larry) B.",,R,"1,412",3.51%,,,,,,,,,,,
1445,IN,Indiana,07,n/a,,,,,Party Votes:,R,"40,251",,,,,,,,,,,,
1446,IN,Indiana,07,n/a,,,,,District Votes:,,"78,749",,,,"257,950",,,,,,,,
1447,IN,Indiana,,n/a,,,,DISTRICT 8,,,,,,,,,,,,,,,
1448,IN,Indiana,08,H0IN08114,(I),Larry D. ,Bucshon,"Bucshon, Larry D. ",,R,"34,511",58.03%,,,"151,533",53.36%,,,,,W,,
1449,IN,Indiana,08,H0IN08148,,Kristi ,Risk,"Risk, Kristi ",,R,"24,960",41.97%,,,,,,,,,,,
1450,IN,Indiana,08,n/a,,,,,Party Votes:,R,"59,471",,,,,,,,,,,,
1451,IN,Indiana,08,H2IN08094,,Dave,Crooks,"Crooks, Dave",,D,"18,634",57.70%,,,"122,325",43.07%,,,,,,,
1452,IN,Indiana,08,H2IN08128 ,,Thomas ,Barnett,"Barnett, Thomas ",,D,"10,638",32.94%,,,,,,,,,,,
1453,IN,Indiana,08,H2IN08136,,William  ,Bryk,"Bryk, William  ",,D,"3,023",9.36%,,,,,,,,,,,
1454,IN,Indiana,08,n/a,,,,,Party Votes:,D,"32,295",,,,,,,,,,,,
1455,IN,Indiana,08,H2IN08144,,Bart,Gadau,"Gadau, Bart",,LIB,*,,,,"10,134",3.57%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1456,IN,Indiana,08,n/a,,,,,District Votes:,,"91,766",,,,"283,992",,,,,,,,
1457,IN,Indiana,,n/a,,,,DISTRICT 9,,,,,,,,,,,,,,,
1458,IN,Indiana,09,H0IN09070,(I),Todd,Young,"Young, Todd",,R,"59,327",100.00%,,,"165,332",55.45%,,,,,W,,
1459,IN,Indiana,09,n/a,,,,,Party Votes:,R,"59,327",,,,,,,,,,,,
1460,IN,Indiana,09,H2IN09167,,Shelli ,Yoder,"Yoder, Shelli ",,D,"13,186",47.67%,,,"132,848",44.55%,,,,,,,
1461,IN,Indiana,09,H2IN09142,,Robert ,Winningham,"Winningham, Robert ",,D,"5,590",20.21%,,,,,,,,,,,
1462,IN,Indiana,09,H2IN09134,,Jonathan ,George,"George, Jonathan ",,D,"4,591",16.60%,,,,,,,,,,,
1463,IN,Indiana,09,H2IN09183,,John W. ,Tilford,"Tilford, John W. ",,D,"2,233",8.07%,,,,,,,,,,,
1464,IN,Indiana,09,H2IN09175 ,,John Griffin ,Miller,"Miller, John Griffin ",,D,"2,062",7.45%,,,,,,,,,,,
1465,IN,Indiana,09,n/a,,,,,Party Votes:,D,"27,662",,,,,,,,,,,,
1466,IN,Indiana,09,n/a,,,,,District Votes:,,"86,989",,,,"298,180",,,,,,,,
1467,IN,Indiana,,n/a,,,,,,,,,,,,,,,,,,,
1468,IN,Indiana,H,n/a,,,,,Total State Votes:,,"819,582",,,,"2,553,746",,,,,,,,
1469,IN,Indiana,,n/a,,,,,,,,,,,,,,,,,,,
1470,IN,Indiana,S,S2IN00091,,Joe ,Donnelly,"Donnelly, Joe ",,D,"207,715",100.00%,,,"1,281,181",50.04%,,,,,W,,
1471,IN,Indiana,S,n/a,,,,,Party Votes:,D,"207,715",,,,,,,,,,,,
1472,IN,Indiana,S,S2IN00083,,Richard E.,Mourdock,"Mourdock, Richard E.",,R,"400,321",60.51%,,,"1,133,621",44.28%,,,,,,,
1473,IN,Indiana,S,S4IN00014,(I),Richard G. ,Lugar,"Lugar, Richard G. ",,R,"261,285",39.49%,,,,,,,,,,,
1474,IN,Indiana,S,n/a,,,,,Party Votes:,R,"661,606",,,,,,,,,,,,
1475,IN,Indiana,S,S2IN00109,,"Andrew "Andy"""ndrew",Horning,"Horning, Andrew "Andy"""ornin",,LIB,*,,,,"145,282",5.67%,,,,,,* The Libertarian Party nominated by convention on 3/24/2012.  Convention nominees are noted with an asterisk.,
1476,IN,Indiana,S,S2IN00117,,James L.,Johnson Junior,"Johnson Junior, James L.",,W,,,,,15,0.00%,,,,,,,
1477,IN,Indiana,S,S2IN00125,,Amy J.,Willis,"Willis, Amy J.",,W,,,,,3,0.00%,,,,,,,
1478,IN,Indiana,S,n/a,,,,,Total State Votes:,,"869,321",,,,"2,560,102",,,,,,,,
1479,,,,n/a,,,,,,,,,,,,,,,,,,,
1480,IA,Iowa,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,
1481,IA,Iowa,01,H6IA01055,(I),Bruce ,Braley,"Braley, Bruce ",,D,"11,912",99.23%,,,"222,422",56.91%,,,,,W,,
1482,IA,Iowa,01,n/a,,,Scattered,Scattered,,W(D),92,0.77%,,,,,,,,,,,
1483,IA,Iowa,01,n/a,,,,,Party Votes:,D,"12,004",,,,,,,,,,,,
1484,IA,Iowa,01,H0IA01117,,Ben,Lange,"Lange, Ben",,R,"13,217",53.06%,,,"162,465",41.57%,,,,,,,
1485,IA,Iowa,01,H2IA01055,,Rod,Blum,"Blum, Rod",,R,"11,551",46.37%,,,,,,,,,,,
1486,IA,Iowa,01,n/a,,,Scattered,Scattered,,W(R),143,0.57%,,,,,,,,,,,
1487,IA,Iowa,01,n/a,,,,,Party Votes:,R,"24,911",,,,,,,,,,,,
1488,IA,Iowa,01,H2IA01063,,Gregory,Hughes,"Hughes, Gregory",,NP,,,,,"4,772",1.22%,,,,,,,
1489,IA,Iowa,01,H2IA01071,,"George Todd, II",Krail,"Krail, George Todd, II",,NP,,,,,931,0.24%,,,,,,,
1490,IA,Iowa,01,n/a,,,Scattered,Scattered,,W,,,,,259,0.07%,,,,,,,
1491,IA,Iowa,01,n/a,,,,,District Votes:,,"36,915",,,,"390,849",,,,,,,,
1492,IA,Iowa,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,
1493,IA,Iowa,02,H6IA02146,(I),Dave ,Loebsack,"Loebsack, Dave ",,D,"17,467",81.55%,,,"211,863",55.57%,,,,,W,,
1494,IA,Iowa,02,H2IA02095 ,,Joe M.,Seng,"Seng, Joe M.",,D,"3,913",18.27%,,,,,,,,,,,
1495,IA,Iowa,02,n/a,,,Scattered,Scattered,,W(D),39,0.18%,,,,,,,,,,,
1496,IA,Iowa,02,n/a,,,,,Party Votes:,D,"21,419",,,,,,,,,,,,
1497,IA,Iowa,02,H2IA02053,,John ,Archer,"Archer, John ",,R,"16,604",60.52%,,,"161,977",42.48%,,,,,,,
1498,IA,Iowa,02,H2IA02079,,Dan,Dolan,"Dolan, Dan",,R,"10,775",39.27%,,,,,,,,,,,
1499,IA,Iowa,02,n/a,,,Scattered,Scattered,,W(R),57,0.21%,,,,,,,,,,,
1500,IA,Iowa,02,n/a,,,,,Party Votes:,R,"27,436",,,,,,,,,,,,
1501,IA,Iowa,02,H2IA02103,,Alan,Aversa,"Aversa, Alan",,NP,,,,,"7,112",1.87%,,,,,,,
1502,IA,Iowa,02,n/a,,,Scattered,Scattered,,W,,,,,323,0.08%,,,,,,,
1503,IA,Iowa,02,n/a,,,,,District Votes:,,"48,855",,,,"381,275",,,,,,,,
1504,IA,Iowa,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,,
1505,IA,Iowa,03,H4IA05102,(I),Tom ,Latham,"Latham, Tom ",,R,"27,757",99.22%,,,"202,000",52.22%,,,,,W,,
1506,IA,Iowa,03,n/a,,,Scattered,Scattered,,W(R),218,0.78%,,,,,,,,,,,
1507,IA,Iowa,03,n/a,,,,,Party Votes:,R,"27,975",,,,,,,,,,,,
1508,IA,Iowa,03,H6IA03144,(I),Leonard ,Boswell,"Boswell, Leonard ",,D,"8,382",98.30%,,,"168,632",43.59%,,,,,,,
1509,IA,Iowa,03,n/a,,,Scattered,Scattered,,W(D),145,1.70%,,,,,,,,,,,
1510,IA,Iowa,03,n/a,,,,,Party Votes:,D,"8,527",,,,,,,,,,,,
1511,IA,Iowa,03,H0IA03170,,Scott G.,Batcher,"Batcher, Scott G.",,NP,,,,,"9,352",2.42%,,,,,,,
1512,IA,Iowa,03,H2IA03085,,David,Rosenfeld,"Rosenfeld, David",,SWP,,,,,"6,286",1.62%,,,,,,,
1513,IA,Iowa,03,n/a,,,Scattered,Scattered,,W,,,,,572,0.15%,,,,,,,
1514,IA,Iowa,03,n/a,,,,,District Votes:,,"36,502",,,,"386,842",,,,,,,,
1515,IA,Iowa,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,,
1516,IA,Iowa,04,H2IA05072,(I),Steve,King,"King, Steve",,R,"38,238",98.91%,,,"200,063",52.94%,,,,,W,,
1517,IA,Iowa,04,n/a,,,Scattered,Scattered,,W(R),420,1.09%,,,,,,,,,,,
1518,IA,Iowa,04,n/a,,,,,Party Votes:,R,"38,658",,,,,,,,,,,,
1519,IA,Iowa,04,H2IA04117,,Christie ,Vilsack,"Vilsack, Christie ",,D,"10,765",99.19%,,,"169,470",44.85%,,,,,,,
1520,IA,Iowa,04,n/a,,,Scattered,Scattered,,W(D),88,0.81%,,,,,,,,,,,
1521,IA,Iowa,04,n/a,,,,,Party Votes:,D,"10,853",,,,,,,,,,,,
1522,IA,Iowa,04,H0IA05100,,Martin James,Monroe,"Monroe, Martin James",,NP,,,,,"8,124",2.15%,,,,,,,
1523,IA,Iowa,04,n/a,,,Scattered,Scattered,,W,,,,,226,0.06%,,,,,,,
1524,IA,Iowa,04,n/a,,,,,District Votes:,,"49,511",,,,"377,883",,,,,,,,
1525,IA,Iowa,,n/a,,,,,,,,,,,,,,,,,,,
1526,IA,Iowa,H,n/a,,,,,Total State Votes:,,"171,783",,,,"1,536,849",,,,,,,,
1527,,,,n/a,,,,,,,,,,,,,,,,,,,
1528,KS,Kansas,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,
1529,KS,Kansas,01,H6KS01146,(I),Tim,Huelskamp,"Huelskamp, Tim",,R,"79,633",100.00%,,,"211,337",100.00%,,,,,W,,
1530,KS,Kansas,01,n/a,,,,,Party Votes:,R,"79,633",,,,,,,,,,,,
1531,KS,Kansas,01,n/a,,,,,District Votes:,,"79,633",,,,"211,337",,,,,,,,
1532,KS,Kansas,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,
1533,KS,Kansas,02,H8KS02090,(I),Lynn,Jenkins,"Jenkins, Lynn",,R,"64,008",100.00%,,,"167,463",57.01%,,,,,W,,
1534,KS,Kansas,02,n/a,,,,,Party Votes:,R,"64,008",,,,,,,,,,,,
1535,KS,Kansas,02,H2KS02119,,Tobias,Schlingensiepen,"Schlingensiepen, Tobias",,D,"11,747",39.52%,,,"113,735",38.72%,,,,,,,
1536,KS,Kansas,02,H2KS02135,,Robert V.,Eye,"Eye, Robert V.",,D,"10,353",34.83%,,,,,,,,,,,
1537,KS,Kansas,02,H2KS02127,,Scott,Barnhart,"Barnhart, Scott",,D,"7,627",25.66%,,,,,,,,,,,
1538,KS,Kansas,02,n/a,,,,,Party Votes:,D,"29,727",,,,,,,,,,,,
1539,KS,Kansas,02,H0KS02097,,Dennis,Hawver,"Hawver, Dennis",,LIB,*,,,,"12,520",4.26%,,,,,,"*  The Libertarian Party nominated by convention on March 24, 2012.  Convention nominees are noted with an asterisk.",
1540,KS,Kansas,02,n/a,,,,,District Votes:,,"93,735",,,,"293,718",,,,,,,,
1541,KS,Kansas,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,,
1542,KS,Kansas,03,H0KS03137,(I),Kevin,Yoder,"Yoder, Kevin",,R,"50,270",100.00%,,,"201,087",68.45%,,,,,W,,
1543,KS,Kansas,03,n/a,,,,,Party Votes:,R,"50,270",,,,,,,,,,,,
1544,KS,Kansas,03,H8KS03056,,Joel,Balam,"Balam, Joel",,LIB,*,,,,"92,675",31.55%,,,,,,"*  The Libertarian Party nominated by convention on March 24, 2012.  Convention nominees are noted with an asterisk.",
1545,KS,Kansas,03,n/a,,,,,District Votes:,,"50,270",,,,"293,762",,,,,,,,
1546,KS,Kansas,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,,
1547,KS,Kansas,04,H0KS04051,(I),Mike,Pompeo,"Pompeo, Mike",,R,"60,195",100.00%,,,"161,094",62.22%,,,,,W,,
1548,KS,Kansas,04,n/a,,,,,Party Votes:,R,"60,195",,,,,,,,,,,,
1549,KS,Kansas,04,H0KS04101,,Robert Leon,Tillman,"Tillman, Robert Leon",,D,"11,224",70.85%,,,"81,770",31.58%,,,,,,,
1550,KS,Kansas,04,H2KS04099,,Esau A.,Freeman,"Freeman, Esau A.",,D,"4,618",29.15%,,,,,,,,,,,
1551,KS,Kansas,04,n/a,,,,,Party Votes:,D,"15,842",,,,,,,,,,,,
1552,KS,Kansas,04,H2KS04107,,Thomas,Jefferson,"Jefferson, Thomas",,LIB,*,,,,"16,058",6.20%,,,,,,"*  The Libertarian Party nominated by convention on March 24, 2012.  Convention nominees are noted with an asterisk.",
1553,KS,Kansas,04,n/a,,,,,District Votes:,,"76,037",,,,"258,922",,,,,,,,
1554,KS,Kansas,,n/a,,,,,,,,,,,,,,,,,,,
1555,KS,Kansas,H,n/a,,,,,Total State Votes:,,"299,675",,,,"1,057,739",,,,,,,,
1556,,,,n/a,,,,,,,,,,,,,,,,,,,
1557,KY,Kentucky,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,
1558,KY,Kentucky,01,H4KY01040,(I),Edward ,Whitfield,"Whitfield, Edward ",,R,Unopposed,,,,"199,956",69.63%,,,,,W,,
1559,KY,Kentucky,01,H4KY01016,,Charles Kendall,Hatchett,"Hatchett, Charles Kendall",,D,"19,127",59.10%,,,"87,199",30.37%,,,,,,,
1560,KY,Kentucky,01,H2KY01069,,James ,Buckmaster,"Buckmaster, James ",,D,"13,239",40.90%,,,,,,,,,,,
1561,KY,Kentucky,01,n/a,,,,,Party Votes:,D,"32,366",,,,,,,,,,,,
1562,KY,Kentucky,01,n/a,,,,,District Votes:,,"32,366",,,,"287,155",,,,,,,,
1563,KY,Kentucky,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,
1564,KY,Kentucky,02,H8HY02031,(I),S. Brett,Guthrie,"Guthrie, S. Brett",,R,Unopposed,,,,"181,508",64.30%,,,,,W,,
1565,KY,Kentucky,02,H2KY02083,,David Lynn,Williams,"Williams, David Lynn",,D,Unopposed,,,,"89,541",31.72%,,,,,,,
1566,KY,Kentucky,02,H2KY02117,,Andrew R.,Beacham,"Beacham, Andrew R.",,IND,,,,,"6,304",2.23%,,,,,,,
1567,KY,Kentucky,02,H2KY02109,,Craig R.,Astor,"Astor, Craig R.",,LIB,,,,,"4,914",1.74%,,,,,,,
1568,KY,Kentucky,02,n/a,,,,,District Votes:,,,,,,"282,267",,,,,,,,
1569,KY,Kentucky,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,,
1570,KY,Kentucky,03,H6KY03124,(I),John A. ,Yarmuth,"Yarmuth, John A. ",,D,"43,635",86.66%,,,"206,385",63.96%,,,,,W,,
1571,KY,Kentucky,03,H4KY03129,,Burrel Charles,Farnsley,"Farnsley, Burrel Charles",,D,"6,716",13.34%,,,,,,,,,,,
1572,KY,Kentucky,03,n/a,,,,,Party Votes:,D,"50,351",,,,,,,,,,,,
1573,KY,Kentucky,03,H0KY03226,,Brooks,Wicker,"Wicker, Brooks",,R,Unopposed,,,,"111,452",34.54%,,,,,,,
1574,KY,Kentucky,03,H2KY03164,,"Robert L., Jr.",Devore,"Devore, Robert L., Jr.",,IND,,,,,"4,819",1.49%,,,,,,,
1575,KY,Kentucky,03,n/a,,,,,District Votes:,,"50,351",,,,"322,656",,,,,,,,
1576,KY,Kentucky,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,,
1577,KY,Kentucky,04 - FULL TERM,H2KY04121,,Thomas ,Massie,"Massie, Thomas ",,R,"19,689",44.83%,,,"186,036",62.13%,,,,,W,,
1578,KY,Kentucky,04 - FULL TERM,H2KY04097,,Alecia ,Webb-Edgington,"Webb-Edgington, Alecia ",,R,"12,557",28.59%,,,,,,,,,,,
1579,KY,Kentucky,04 - FULL TERM,H2KY04113,,Gary ,Moore,"Moore, Gary ",,R,"6,521",14.85%,,,,,,,,,,,
1580,KY,Kentucky,04 - FULL TERM,H2KY04162,,Walter Christian,Schumm,"Schumm, Walter Christian",,R,"3,514",8.00%,,,,,,,,,,,
1581,KY,Kentucky,04 - FULL TERM,H2KY04170,,Marc,Carey,"Carey, Marc",,R,783,1.78%,,,,,,,,,,,
1582,KY,Kentucky,04 - FULL TERM,H2KY04154,,Tom ,Wurtz,"Wurtz, Tom ",,R,598,1.36%,,,,,,,,,,,
1583,KY,Kentucky,04 - FULL TERM,H2KY04105,,Brian D.,Oerther,"Oerther, Brian D.",,R,257,0.59%,,,,,,,,,,,
